Character	Quote
Elizabeth Bennet	“ To oblige you , I would try to believe almost anything , but no one else could be benefited by such a belief as this ; for were I persuaded that Charlotte had any regard for him , I should only think worse of her understanding than I now do of her heart . My dear Jane , Mr. Collins is a conceited , pompous , narrow - minded , silly man : you know he is , as well as I do ; and you must feel , as well as I do , that the woman who marries him can not have a proper way of thinking . You shall not defend her , though it is Charlotte Lucas . You shall not , for the sake of one individual , change the meaning of principle and integrity , nor endeavour to persuade yourself or me , that selfishness is prudence , and insensibility of danger security for happiness . ”
Elizabeth Bennet	“ And men take care that they should . ”
Elizabeth Bennet	“ I am far from attributing any part of Mr. Bingley ’s conduct to design , ”
Elizabeth Bennet	“ but , without scheming to do wrong , or to make others unhappy , there may be error and there may be misery . Thoughtlessness , want of attention to other people ’s feelings , and want of resolution , will do the business . ”
Elizabeth Bennet	“ Yes ; to the last . But if I go on I shall displease you by saying what I think of persons you esteem . Stop me , whilst you can . ”
Elizabeth Bennet	“ Yes , in conjunction with his friend . ”
Elizabeth Bennet	“ Your first position is false . They may wish many things besides his happiness : they may wish his increase of wealth and consequence ; they may wish him to marry a girl who has all the importance of money , great connections , and pride . ”
Elizabeth Bennet	“ It seems likely to have been a desirable match for Jane , ”
Elizabeth Bennet	“ I am sorry it went off . But these things happen so often ! A young man , such as you describe Mr. Bingley , so easily falls in love with a pretty girl for a few weeks , and , when accident separates them , so easily forgets her , that these sort of inconstancies are very frequent . ”
Elizabeth Bennet	“ An excellent consolation in its way , ”
Elizabeth Bennet	“ but it will not do for _ us _ . We do not suffer by accident . It does not often happen that the interference of friends will persuade a young man of independent fortune to think no more of a girl whom he was violently in love with only a few days before . ”
Elizabeth Bennet	“ I never saw a more promising inclination ; he was growing quite inattentive to other people , and wholly engrossed by her . Every time they met , it was more decided and remarkable . At his own ball he offended two or three young ladies by not asking them to dance ; and I spoke to him twice myself without receiving an answer . Could there be finer symptoms ? Is not general incivility the very essence of love ? ”
Elizabeth Bennet	“ As I did the other day , ”
Elizabeth Bennet	“ very true , it will be wise in me to refrain from _ that _ . But do not imagine that he is always here so often . It is on your account that he has been so frequently invited this week . You know my mother ’s ideas as to the necessity of constant company for her friends . But really , and upon my honour , I will try to do what I think to be wisest ; and now I hope you are satisfied . ”
Elizabeth Bennet	“ Well , ”
Elizabeth Bennet	“ have it as you choose . _ He _ shall be mercenary , and _ she _ shall be foolish . ”
Elizabeth Bennet	“ Oh , if that is all , I have a very poor opinion of young men who live in Derbyshire ; and their intimate friends who live in Hertfordshire are not much better . I am sick of them all . Thank heaven ! I am going to - morrow where I shall find a man who has not one agreeable quality , who has neither manners nor sense to recommend him . Stupid men are the only ones worth knowing , after all . ”
Elizabeth Bennet	“ My dear , dear aunt , ”
Elizabeth Bennet	“ what delight ! what felicity ! You give me fresh life and vigour . Adieu to disappointment and spleen . What are men to rocks and mountains ? Oh , what hours of transport we shall spend ! And when we _ do _ return , it shall not be like other travellers , without being able to give one accurate idea of anything . We _ will _ know where we have gone -- we _ will _ recollect what we have seen . Lakes , mountains , and rivers , shall not be jumbled together in our imaginations ; nor , when we attempt to describe any particular scene , will we begin quarrelling about its relative situation . Let _ our _ first effusions be less insupportable than those of the generality of travellers . ”
Elizabeth Bennet	“ At the door ”
Elizabeth Bennet	“ And is this all ? ”
Elizabeth Bennet	“ I expected at least that the pigs were got into the garden , and here is nothing but Lady Catherine and her daughter ! ”
Elizabeth Bennet	“ She is abominably rude to keep Charlotte out of doors in all this wind . Why does she not come in ? ”
Elizabeth Bennet	“ I like her appearance , ”
Elizabeth Bennet	“ She looks sickly and cross . Yes , she will do for him very well . She will make him a very proper wife . ”
Elizabeth Bennet	“ Then who taught you ? who attended to you ? Without a governess , you must have been neglected . ”
Elizabeth Bennet	“ Compared with some families , I believe we were ; but such of us as wished to learn never wanted the means . We were always encouraged to read , and had all the masters that were necessary . Those who chose to be idle certainly might . ”
Elizabeth Bennet	“ Ay , no doubt : but that is what a governess will prevent ; and if I had known your mother , I should have advised her most strenuously to engage one . I always say that nothing is to be done in education without steady and regular instruction , and nobody but a governess can give it . It is wonderful how many families I have been the means of supplying in that way . I am always glad to get a young person well placed out . Four nieces of Mrs. Jenkinson are most delightfully situated through my means ; and it was but the other day that I recommended another young person , who was merely accidentally mentioned to me , and the family are quite delighted with her . Mrs. Collins , did I tell you of Lady Metcalfe ’s calling yesterday to thank me ? She finds Miss Pope a treasure . ‘ Lady Catherine , ’ said she , ‘ you have given me a treasure . ’ Are any of your younger sisters out , Miss Bennet ? ”
Elizabeth Bennet	“ Yes , ma’am , all . ”
Elizabeth Bennet	“ All ! What , all five out at once ? Very odd ! And you only the second . The younger ones out before the elder are married ! Your younger sisters must be very young ? ”
Elizabeth Bennet	“ Yes , my youngest is not sixteen . Perhaps _ she _ is full young to be much in company . But really , ma’am , I think it would be very hard upon younger sisters that they should not have their share of society and amusement , because the elder may not have the means or inclination to marry early . The last born has as good a right to the pleasures of youth as the first . And to be kept back on _ such _ a motive ! I think it would not be very likely to promote sisterly affection or delicacy of mind . ”
Elizabeth Bennet	“ With three younger sisters grown up , ”
Elizabeth Bennet	“ your Ladyship can hardly expect me to own it . ”
Elizabeth Bennet	“ he never failed to inform them ”
Elizabeth Bennet	“ My eldest sister has been in town these three months . Have you never happened to see her there ? ”
Elizabeth Bennet	“ At Church ”
Elizabeth Bennet	“ You mean to frighten me , Mr. Darcy , by coming in all this state to hear me . But I will not be alarmed , though your sister _ does _ play so well . There is a stubbornness about me that never can bear to be frightened at the will of others . My courage always rises with every attempt to intimidate me . ”
Elizabeth Bennet	“ Your cousin will give you a very pretty notion of me , and teach you not to believe a word I say . I am particularly unlucky in meeting with a person so well able to expose my real character , in a part of the world where I had hoped to pass myself off with some degree of credit . Indeed , Mr. Darcy , it is very ungenerous in you to mention all that you knew to my disadvantage in Hertfordshire -- and , give me leave to say , very impolitic too -- for it is provoking me to retaliate , and such things may come out as will shock your relations to hear . ”
Elizabeth Bennet	“ You shall hear , then -- but prepare for something very dreadful . The first time of my ever seeing him in Hertfordshire , you must know , was at a ball -- and at this ball , what do you think he did ? He danced only four dances ! I am sorry to pain you , but so it was . He danced only four dances , though gentlemen were scarce ; and , to my certain knowledge , more than one young lady was sitting down in want of a partner . Mr. Darcy , you can not deny the fact . ”
Elizabeth Bennet	“ True ; and nobody can ever be introduced in a ball - room . Well , Colonel Fitzwilliam , what do I play next ? My fingers wait your orders . ”
Elizabeth Bennet	“ Shall we ask your cousin the reason of this ? ”
Elizabeth Bennet	“ My fingers , ”
Elizabeth Bennet	“ do not move over this instrument in the masterly manner which I see so many women ’s do . They have not the same force or rapidity , and do not produce the same expression . But then I have always supposed it to be my own fault -- because I would not take the trouble of practising . It is not that I do not believe _ my _ fingers as capable as any other woman ’s of superior execution . ”
Elizabeth Bennet	“ How very suddenly you all quitted Netherfield last November , Mr. Darcy ! It must have been a most agreeable surprise to Mr. Bingley to see you all after him so soon ; for , if I recollect right , he went but the day before . He and his sisters were well , I hope , when you left London ? ”
Elizabeth Bennet	“ Perfectly so , I thank you . ”
Elizabeth Bennet	“ I think I have understood that Mr. Bingley has not much idea of ever returning to Netherfield again ? ”
Elizabeth Bennet	“ I have never heard him say so ; but it is probable that he may spend very little of his time there in future . He has many friends , and he is at a time of life when friends and engagements are continually increasing . ”
Elizabeth Bennet	“ If he means to be but little at Netherfield , it would be better for the neighbourhood that he should give up the place entirely , for then we might possibly get a settled family there . But , perhaps , Mr. Bingley did not take the house so much for the convenience of the neighbourhood as for his own , and we must expect him to keep or quit it on the same principle . ”
Elizabeth Bennet	“ I should never have considered the distance as one of the _ advantages _ of the match , ”
Elizabeth Bennet	“ I should never have said Mrs. Collins was settled _ near _ her family . ”
Elizabeth Bennet	“ I did not know before that you ever walked this way . ”
Elizabeth Bennet	“ No , I should have turned in a moment . ”
Elizabeth Bennet	“ Do you certainly leave Kent on Saturday ? ”
Elizabeth Bennet	“ Yes -- if Darcy does not put it off again . But I am at his disposal . He arranges the business just as he pleases . ”
Elizabeth Bennet	“ And if not able to please himself in the arrangement , he has at least great pleasure in the power of choice . I do not know anybody who seems more to enjoy the power of doing what he likes than Mr. Darcy . ”
Elizabeth Bennet	“ In my opinion , the younger son of an earl can know very little of either . Now , seriously , what have you ever known of self - denial and dependence ? When have you been prevented by want of money from going wherever you chose or procuring anything you had a fancy for ? ”
Elizabeth Bennet	“ Unless where they like women of fortune , which I think they very often do . ”
Elizabeth Bennet	“ Is this , ”
Elizabeth Bennet	“ meant for me ? ”
Elizabeth Bennet	“ And pray , what is the usual price of an earl ’s younger son ? Unless the elder brother is very sickly , I suppose you would not ask above fifty thousand pounds . ”
Elizabeth Bennet	“ I imagine your cousin brought you down with him chiefly for the sake of having somebody at his disposal . I wonder he does not marry , to secure a lasting convenience of that kind . But , perhaps , his sister does as well for the present ; and , as she is under his sole care , he may do what he likes with her . ”
Elizabeth Bennet	“ Oh yes , ”
Elizabeth Bennet	“ I am thinking of what you have been telling me , ”
Elizabeth Bennet	“ Your cousin ’s conduct does not suit my feelings . Why was he to be the judge ? ”
Elizabeth Bennet	“ I do not see what right Mr. Darcy had to decide on the propriety of his friend ’s inclination ; or why , upon his own judgment alone , he was to determine and direct in what manner that friend was to be happy . But , ”
Elizabeth Bennet	“ as we know none of the particulars , it is not fair to condemn him . It is not to be supposed that there was much affection in the case . ”
Elizabeth Bennet	“ To Jane herself , ”
Elizabeth Bennet	“ there could be no possibility of objection,--all loveliness and goodness as she is ! Her understanding excellent , her mind improved , and her manners captivating . Neither could anything be urged against my father , who , though with some peculiarities , has abilities which Mr. Darcy himself need not disdain , and respectability which he will probably never reach . ”
Elizabeth Bennet	“ In such cases as this , it is , I believe , the established mode to express a sense of obligation for the sentiments avowed , however unequally they may be returned . It is natural that obligation should be felt , and if I could _ feel _ gratitude , I would now thank you . But I cannot -- I have never desired your good opinion , and you have certainly bestowed it most unwillingly . I am sorry to have occasioned pain to anyone . It has been most unconsciously done , however , and I hope will be of short duration . The feelings which you tell me have long prevented the acknowledgment of your regard can have little difficulty in overcoming it after this explanation . ”
Elizabeth Bennet	“ I might as well inquire , ”
Elizabeth Bennet	“ why , with so evident a design of offending and insulting me , you chose to tell me that you liked me against your will , against your reason , and even against your character ? Was not this some excuse for incivility , if I _ was _ uncivil ? But I have other provocations . You know I have . Had not my own feelings decided against you , had they been indifferent , or had they even been favourable , do you think that any consideration would tempt me to accept the man who has been the means of ruining , perhaps for ever , the happiness of a most beloved sister ? ”
Elizabeth Bennet	“ I have every reason in the world to think ill of you . No motive can excuse the unjust and ungenerous part you acted _ there _ . You dare not , you can not deny that you have been the principal , if not the only means of dividing them from each other , of exposing one to the censure of the world for caprice and instability , the other to its derision for disappointed hopes , and involving them both in misery of the acutest kind . ”
Elizabeth Bennet	“ Can you deny that you have done it ? ”
Elizabeth Bennet	“ But it is not merely this affair , ”
Elizabeth Bennet	“ on which my dislike is founded . Long before it had taken place , my opinion of you was decided . Your character was unfolded in the recital which I received many months ago from Mr. Wickham . On this subject , what can you have to say ? In what imaginary act of friendship can you here defend yourself ? or under what misrepresentation can you here impose upon others ? ”
Elizabeth Bennet	“ Who that knows what his misfortunes have been can help feeling an interest in him ? ”
Elizabeth Bennet	“ And of your infliction , ”
Elizabeth Bennet	“ You have reduced him to his present state of poverty -- comparative poverty . You have withheld the advantages which you must know to have been designed for him . You have deprived the best years of his life of that independence which was no less his due than his desert . You have done all this ! and yet you can treat the mention of his misfortunes with contempt and ridicule . ”
Elizabeth Bennet	“ You are mistaken , Mr. Darcy , if you suppose that the mode of your declaration affected me in any other way than as it spared me the concern which I might have felt in refusing you , had you behaved in a more gentlemanlike manner . ”
