fic_id,chapter_id,para_id,text,text_tokenized
mansfield_20,1,1," XL Fanny was right enough in not expecting to hear from Miss Crawford now at the rapid rate in which their correspondence had begun ; Mary ’s next letter was after a decidedly longer interval than the last , but she was not right in supposing that such an interval would be felt a great relief to herself . "," XL Fanny was right enough in not expecting to hear from Miss Crawford now at the rapid rate in which their correspondence had begun ; Mary ’s next letter was after a decidedly longer interval than the last , but she was not right in supposing that such an interval would be felt a great relief to herself . "
mansfield_20,1,2,Here was another strange revolution of mind ! ,Here was another strange revolution of mind ! 
mansfield_20,1,3,She was really glad to receive the letter when it did come . ,She was really glad to receive the letter when it did come . 
mansfield_20,1,4,"In her present exile from good society , and distance from everything that had been wo nt to interest her , a letter from one belonging to the set where her heart lived , written with affection , and some degree of elegance , was thoroughly acceptable . ","In her present exile from good society , and distance from everything that had been wo nt to interest her , a letter from one belonging to the set where her heart lived , written with affection , and some degree of elegance , was thoroughly acceptable . "
mansfield_20,1,5,"The usual plea of increasing engagements was made in excuse for not having written to her earlier ; “ And now that I have begun , ” she continued , “ my letter will not be worth your reading , for there will be no little offering of love at the end , no three or four lines _ passionnées _ from the most devoted H. C. in the world , for Henry is in Norfolk ; business called him to Everingham ten days ago , or perhaps he only pretended the call , for the sake of being travelling at ","The usual plea of increasing engagements was made in excuse for not having written to her earlier ; “ And now that I have begun , ” she continued , “ my letter will not be worth your reading , for there will be no little offering of love at the end , no three or four lines _ passionnées _ from the most devoted H. C. in the world , for Henry is in Norfolk ; business called him to Everingham ten days ago , or perhaps he only pretended the call , for the sake of being travelling at "
mansfield_20,1,6,the same time that you were ,the same time that you were 
mansfield_20,1,7,. ,. 
mansfield_20,1,8,"But there he is , and , by the bye , his absence may sufficiently account for any remissness of his sister ’s in writing , for there has been no ‘ Well , Mary , when do you write to Fanny ? ","But there he is , and , by the bye , his absence may sufficiently account for any remissness of his sister ’s in writing , for there has been no ‘ Well , Mary , when do you write to Fanny ? "
mansfield_20,1,9,Is not it time for you to write to Fanny ? ’ to spur me on . ,Is not it time for you to write to Fanny ? ’ to spur me on . 
mansfield_20,1,10,"At last , after various attempts at meeting , I have seen your cousins , ‘ dear Julia and dearest Mrs. Rushworth ’ ; they found me at home yesterday , and we were glad to see each other again . ","At last , after various attempts at meeting , I have seen your cousins , ‘ dear Julia and dearest Mrs. Rushworth ’ ; they found me at home yesterday , and we were glad to see each other again . "
mansfield_20,1,11,"We _ seemed _ _ very _ glad to see each other , and I do really think we were a little . ","We _ seemed _ _ very _ glad to see each other , and I do really think we were a little . "
mansfield_20,1,12,We had a vast deal to say . ,We had a vast deal to say . 
mansfield_20,1,13,Shall I tell you how Mrs. Rushworth looked when your name was mentioned ? ,Shall I tell you how Mrs. Rushworth looked when your name was mentioned ? 
mansfield_20,1,14,"I did not use to think her wanting in self - possession , but she had not quite enough for the demands of yesterday . ","I did not use to think her wanting in self - possession , but she had not quite enough for the demands of yesterday . "
mansfield_20,1,15,"Upon the whole , Julia was in the best looks of the two , at least after you were spoken of . ","Upon the whole , Julia was in the best looks of the two , at least after you were spoken of . "
mansfield_20,1,16,"There was no recovering the complexion from the moment that I spoke of ‘ Fanny , ’ and spoke of her as a sister should . ","There was no recovering the complexion from the moment that I spoke of ‘ Fanny , ’ and spoke of her as a sister should . "
mansfield_20,1,17,But Mrs. Rushworth ’s day of good looks will come ; we have cards for her first party on the 28th . ,But Mrs. Rushworth ’s day of good looks will come ; we have cards for her first party on the 28th . 
mansfield_20,1,18,"Then she will be in beauty , for she will open one of the best houses in Wimpole Street . ","Then she will be in beauty , for she will open one of the best houses in Wimpole Street . "
mansfield_20,1,19,"I was in it two years ago , when it was Lady Lascelle ’s , and prefer it to almost any I know in London , and certainly she will then feel , to use a vulgar phrase , that she has got her pennyworth for her penny . ","I was in it two years ago , when it was Lady Lascelle ’s , and prefer it to almost any I know in London , and certainly she will then feel , to use a vulgar phrase , that she has got her pennyworth for her penny . "
mansfield_20,1,20,Henry could not have afforded her such a house . ,Henry could not have afforded her such a house . 
mansfield_20,1,21,"I hope she will recollect it , and be satisfied , as well as she may , with moving the queen of a palace , though the king may appear best in the background ; and as I have no desire to tease her , I shall never _ force _ your name upon her again . ","I hope she will recollect it , and be satisfied , as well as she may , with moving the queen of a palace , though the king may appear best in the background ; and as I have no desire to tease her , I shall never _ force _ your name upon her again . "
mansfield_20,1,22,She will grow sober by degrees . ,She will grow sober by degrees . 
mansfield_20,1,23,"From all that I hear and guess , Baron Wildenheim ’s attentions to Julia continue , but I do not know that he has any serious encouragement . ","From all that I hear and guess , Baron Wildenheim ’s attentions to Julia continue , but I do not know that he has any serious encouragement . "
mansfield_20,1,24,She ought to do better . ,She ought to do better . 
mansfield_20,1,25,"A poor honourable is no catch , and I can not imagine any liking in the case , for take away his rants , and the poor baron has nothing . ","A poor honourable is no catch , and I can not imagine any liking in the case , for take away his rants , and the poor baron has nothing . "
mansfield_20,1,26,What a difference a vowel makes ! ,What a difference a vowel makes ! 
mansfield_20,1,27,If his rents were but equal to his rants ! ,If his rents were but equal to his rants ! 
mansfield_20,1,28,"Your cousin Edmund moves slowly ; detained , perchance , by parish duties . ","Your cousin Edmund moves slowly ; detained , perchance , by parish duties . "
mansfield_20,1,29,There may be some old woman at Thornton Lacey to be converted . ,There may be some old woman at Thornton Lacey to be converted . 
mansfield_20,1,30,I am unwilling to fancy myself neglected for a _ young _ one . ,I am unwilling to fancy myself neglected for a _ young _ one . 
mansfield_20,1,31,Adieu ! ,Adieu ! 
mansfield_20,1,32,"my dear sweet Fanny , this is a long letter from London : write me a pretty one in reply to gladden Henry ’s eyes , when he comes back , and send me an account of all the dashing young captains whom you disdain for his sake . ","my dear sweet Fanny , this is a long letter from London : write me a pretty one in reply to gladden Henry ’s eyes , when he comes back , and send me an account of all the dashing young captains whom you disdain for his sake . "
mansfield_20,1,33,"” There was great food for meditation in this letter , and chiefly for unpleasant meditation ; and yet , with all the uneasiness it supplied , it connected her with the absent , it told her of people and things about whom she had never felt so much curiosity as now , and she would have been glad to have been sure of such a letter every week ","” There was great food for meditation in this letter , and chiefly for unpleasant meditation ; and yet , with all the uneasiness it supplied , it connected her with the absent , it told her of people and things about whom she had never felt so much curiosity as now , and she would have been glad to have been sure of such a letter every week "
mansfield_20,1,34,. ,. 
mansfield_20,1,35,Her correspondence with her aunt Bertram was her only concern of higher interest . ,Her correspondence with her aunt Bertram was her only concern of higher interest . 
mansfield_20,1,36,"As for any society in Portsmouth , that could at all make amends for deficiencies at home , there were none within the circle of her father ’s and mother ’s acquaintance to afford her the smallest satisfaction : she saw nobody in whose favour she could wish to overcome her own shyness and reserve . ","As for any society in Portsmouth , that could at all make amends for deficiencies at home , there were none within the circle of her father ’s and mother ’s acquaintance to afford her the smallest satisfaction : she saw nobody in whose favour she could wish to overcome her own shyness and reserve . "
mansfield_20,1,37,"The men appeared to her all coarse , the women all pert , everybody underbred ; and she gave as little contentment as she received from introductions either to old or new acquaintance . ","The men appeared to her all coarse , the women all pert , everybody underbred ; and she gave as little contentment as she received from introductions either to old or new acquaintance . "
mansfield_20,1,38,"The young ladies who approached her at first with some respect , in consideration of her coming from a baronet ’s family , were soon offended by what they termed “ airs ” ; for , as she neither played on the pianoforte nor wore fine pelisses , they could , on farther observation , admit no right of superiority . ","The young ladies who approached her at first with some respect , in consideration of her coming from a baronet ’s family , were soon offended by what they termed “ airs ” ; for , as she neither played on the pianoforte nor wore fine pelisses , they could , on farther observation , admit no right of superiority . "
mansfield_20,1,39,"The first solid consolation which Fanny received for the evils of home , the first which her judgment could entirely approve , and which gave any promise of durability , was in a better knowledge of Susan , and a hope of being of service to her . ","The first solid consolation which Fanny received for the evils of home , the first which her judgment could entirely approve , and which gave any promise of durability , was in a better knowledge of Susan , and a hope of being of service to her . "
mansfield_20,1,40,"Susan had always behaved pleasantly to herself , but the determined character of her general manners had astonished and alarmed her , and it was at least a fortnight before she began to understand a disposition so totally different from her own . ","Susan had always behaved pleasantly to herself , but the determined character of her general manners had astonished and alarmed her , and it was at least a fortnight before she began to understand a disposition so totally different from her own . "
mansfield_20,1,41,"Susan saw that much was wrong at home , and wanted to set it right . ","Susan saw that much was wrong at home , and wanted to set it right . "
mansfield_20,1,42,"That a girl of fourteen , acting only on her own unassisted reason , should err in the method of reform , was not wonderful ; and Fanny soon became more disposed to admire the natural light of the mind which could so early distinguish justly , than to censure severely the faults of conduct to which it led . ","That a girl of fourteen , acting only on her own unassisted reason , should err in the method of reform , was not wonderful ; and Fanny soon became more disposed to admire the natural light of the mind which could so early distinguish justly , than to censure severely the faults of conduct to which it led . "
mansfield_20,1,43,"Susan was only acting on the same truths , and pursuing the same system , which her own judgment acknowledged , but which her more supine and yielding temper would have shrunk from asserting . ","Susan was only acting on the same truths , and pursuing the same system , which her own judgment acknowledged , but which her more supine and yielding temper would have shrunk from asserting . "
mansfield_20,1,44,"Susan tried to be useful , where _ she _ could only have gone away and cried ; and that Susan was useful she could perceive ; that things , bad as they were , would have been worse but for such interposition , and that both her mother and Betsey were restrained from some excesses of very offensive indulgence and vulgarity . In every argument with her mother , Susan had in point of reason the advantage , and never was there any maternal tenderness to buy her off . ","Susan tried to be useful , where _ she _ could only have gone away and cried ; and that Susan was useful she could perceive ; that things , bad as they were , would have been worse but for such interposition , and that both her mother and Betsey were restrained from some excesses of very offensive indulgence and vulgarity . In every argument with her mother , Susan had in point of reason the advantage , and never was there any maternal tenderness to buy her off . "
mansfield_20,1,45,The blind fondness which was for ever producing evil around her she had never known . ,The blind fondness which was for ever producing evil around her she had never known . 
mansfield_20,1,46,There was no gratitude for affection past or present to make her better bear with its excesses to the others . ,There was no gratitude for affection past or present to make her better bear with its excesses to the others . 
mansfield_20,1,47,"All this became gradually evident , and gradually placed Susan before her sister as an object of mingled compassion and respect . ","All this became gradually evident , and gradually placed Susan before her sister as an object of mingled compassion and respect . "
mansfield_20,1,48,"That her manner was wrong , however , at times very wrong , her measures often ill - chosen and ill - timed , and her looks and language very often indefensible , Fanny could not cease to feel ; but she began to hope they might be rectified . ","That her manner was wrong , however , at times very wrong , her measures often ill - chosen and ill - timed , and her looks and language very often indefensible , Fanny could not cease to feel ; but she began to hope they might be rectified . "
mansfield_20,1,49,"Susan , she found , looked up to her and wished for her good opinion ; and new as anything like an office of authority was to Fanny , new as it was to imagine herself capable of guiding or informing any one , she did resolve to give occasional hints to Susan , and endeavour to exercise for her advantage the juster notions of what was due to everybody , and what would be wisest for herself , which her own more favoured education had fixed in her . ","Susan , she found , looked up to her and wished for her good opinion ; and new as anything like an office of authority was to Fanny , new as it was to imagine herself capable of guiding or informing any one , she did resolve to give occasional hints to Susan , and endeavour to exercise for her advantage the juster notions of what was due to everybody , and what would be wisest for herself , which her own more favoured education had fixed in her . "
mansfield_20,1,50,"Her influence , or at least the consciousness and use of it , originated in an act of kindness by Susan , which , after many hesitations of delicacy , she at last worked herself up to . ","Her influence , or at least the consciousness and use of it , originated in an act of kindness by Susan , which , after many hesitations of delicacy , she at last worked herself up to . "
mansfield_20,1,51,"It had very early occurred to her that a small sum of money might , perhaps , restore peace for ever on the sore subject of the silver knife , canvassed as it now was continually , and the riches which she was in possession of herself , her uncle having given her £ 10 at parting , made her as able as she was willing to be generous . ","It had very early occurred to her that a small sum of money might , perhaps , restore peace for ever on the sore subject of the silver knife , canvassed as it now was continually , and the riches which she was in possession of herself , her uncle having given her £ 10 at parting , made her as able as she was willing to be generous . "
mansfield_20,1,52,"But she was so wholly unused to confer favours , except on the very poor , so unpractised in removing evils , or bestowing kindnesses among her equals , and so fearful of appearing to elevate herself as a great lady at home , that it took some time to determine that it would not be unbecoming in her to make such a present . ","But she was so wholly unused to confer favours , except on the very poor , so unpractised in removing evils , or bestowing kindnesses among her equals , and so fearful of appearing to elevate herself as a great lady at home , that it took some time to determine that it would not be unbecoming in her to make such a present . "
mansfield_20,1,53,"It was made , however , at last : a silver knife was bought for Betsey , and accepted with great delight , its newness giving it every advantage over the other that could be desired ; Susan was established in the full possession of her own , Betsey handsomely declaring that now she had got one so much prettier herself , she should never want _ that _ again ; and no reproach seemed conveyed to the equally satisfied mother , which Fanny had almost feared to be impossible . ","It was made , however , at last : a silver knife was bought for Betsey , and accepted with great delight , its newness giving it every advantage over the other that could be desired ; Susan was established in the full possession of her own , Betsey handsomely declaring that now she had got one so much prettier herself , she should never want _ that _ again ; and no reproach seemed conveyed to the equally satisfied mother , which Fanny had almost feared to be impossible . "
mansfield_20,1,54,"The deed thoroughly answered : a source of domestic altercation was entirely done away , and it was the means of opening Susan ’s heart to her , and giving her something more to love and be interested in . ","The deed thoroughly answered : a source of domestic altercation was entirely done away , and it was the means of opening Susan ’s heart to her , and giving her something more to love and be interested in . "
mansfield_20,1,55,"Susan shewed that she had delicacy : pleased as she was to be mistress of property which she had been struggling for at least two years , she yet feared that her sister ’s judgment had been against her , and that a reproof was designed her for having so struggled as to make the purchase necessary for the tranquillity of the house . ","Susan shewed that she had delicacy : pleased as she was to be mistress of property which she had been struggling for at least two years , she yet feared that her sister ’s judgment had been against her , and that a reproof was designed her for having so struggled as to make the purchase necessary for the tranquillity of the house . "
mansfield_20,1,56,Her temper was open . ,Her temper was open . 
mansfield_20,1,57,"She acknowledged her fears , blamed herself for having contended so warmly ; and from that hour Fanny , understanding the worth of her disposition and perceiving how fully she was inclined to seek her good opinion and refer to her judgment , began to feel again the blessing of affection , and to entertain the hope of being useful to a mind so much in need of help , and so much deserving it . ","She acknowledged her fears , blamed herself for having contended so warmly ; and from that hour Fanny , understanding the worth of her disposition and perceiving how fully she was inclined to seek her good opinion and refer to her judgment , began to feel again the blessing of affection , and to entertain the hope of being useful to a mind so much in need of help , and so much deserving it . "
mansfield_20,1,58,"She gave advice , advice too sound to be resisted by a good understanding , and given so mildly and considerately as not to irritate an imperfect temper , and she had the happiness of observing its good effects not unfrequently . ","She gave advice , advice too sound to be resisted by a good understanding , and given so mildly and considerately as not to irritate an imperfect temper , and she had the happiness of observing its good effects not unfrequently . "
mansfield_20,1,59,"More was not expected by one who , while seeing all the obligation and expediency of submission and forbearance , saw also with sympathetic acuteness of feeling all that must be hourly grating to a girl like Susan . ","More was not expected by one who , while seeing all the obligation and expediency of submission and forbearance , saw also with sympathetic acuteness of feeling all that must be hourly grating to a girl like Susan . "
