fic_id,chapter_id,para_id,text,text_tokenized
mansfield_5,1,1," X A quarter of an hour , twenty minutes , passed away , and Fanny was still thinking of Edmund , Miss Crawford , and herself , without interruption from any one . "," X A quarter of an hour , twenty minutes , passed away , and Fanny was still thinking of Edmund , Miss Crawford , and herself , without interruption from any one . "
mansfield_5,1,2,"She began to be surprised at being left so long , and to listen with an anxious desire of hearing their steps and their voices again . ","She began to be surprised at being left so long , and to listen with an anxious desire of hearing their steps and their voices again . "
mansfield_5,1,3,"She listened , and at length she heard ; she heard voices and feet approaching ; but she had just satisfied herself that it was not those she wanted , when Miss Bertram , Mr. Rushworth , and Mr. Crawford issued from the same path which she had trod herself , and were before her . ","She listened , and at length she heard ; she heard voices and feet approaching ; but she had just satisfied herself that it was not those she wanted , when Miss Bertram , Mr. Rushworth , and Mr. Crawford issued from the same path which she had trod herself , and were before her . "
mansfield_5,1,4,"“ Miss Price all alone ” and “ My dear Fanny , how comes this ? ” were the first salutations . ","“ Miss Price all alone ” and “ My dear Fanny , how comes this ? ” were the first salutations . "
mansfield_5,1,5,She told her story . ,She told her story . 
mansfield_5,1,6,"“ Poor dear Fanny , ” cried her cousin , “ how ill you have been used by them ! ","“ Poor dear Fanny , ” cried her cousin , “ how ill you have been used by them ! "
mansfield_5,1,7,You had better have staid with us . ” ,You had better have staid with us . ” 
mansfield_5,1,8,"Then seating herself with a gentleman on each side , she resumed the conversation which had engaged them before , and discussed the possibility of improvements with much animation . ","Then seating herself with a gentleman on each side , she resumed the conversation which had engaged them before , and discussed the possibility of improvements with much animation . "
mansfield_5,1,9,"Nothing was fixed on ; but Henry Crawford was full of ideas and projects , and , generally speaking , whatever he proposed was immediately approved , first by her , and then by Mr. Rushworth , whose principal business seemed to be to hear the others , and who scarcely risked an original thought of his own beyond a wish that they had seen his friend Smith ’s place ","Nothing was fixed on ; but Henry Crawford was full of ideas and projects , and , generally speaking , whatever he proposed was immediately approved , first by her , and then by Mr. Rushworth , whose principal business seemed to be to hear the others , and who scarcely risked an original thought of his own beyond a wish that they had seen his friend Smith ’s place "
mansfield_5,1,10,. ,. 
mansfield_5,1,11,"After some minutes spent in this way , Miss Bertram , observing the iron gate , expressed a wish of passing through it into the park , that their views and their plans might be more comprehensive . ","After some minutes spent in this way , Miss Bertram , observing the iron gate , expressed a wish of passing through it into the park , that their views and their plans might be more comprehensive . "
mansfield_5,1,12,"It was the very thing of all others to be wished , it was the best , it was the only way of proceeding with any advantage , in Henry Crawford ’s opinion ; and he directly saw a knoll not half a mile off , which would give them exactly ","It was the very thing of all others to be wished , it was the best , it was the only way of proceeding with any advantage , in Henry Crawford ’s opinion ; and he directly saw a knoll not half a mile off , which would give them exactly "
mansfield_5,1,13,the requisite command of the house . ,the requisite command of the house . 
mansfield_5,1,14,"Go therefore they must to that knoll , and through that gate ; but the gate was locked . ","Go therefore they must to that knoll , and through that gate ; but the gate was locked . "
mansfield_5,1,15,Mr. Rushworth wished he had brought the key ; he had been very near thinking whether he should not bring the key ; he was determined he would never come without the key again ; but still this did not remove the present evil . ,Mr. Rushworth wished he had brought the key ; he had been very near thinking whether he should not bring the key ; he was determined he would never come without the key again ; but still this did not remove the present evil . 
mansfield_5,1,16,"They could not get through ; and as Miss Bertram ’s inclination for so doing did by no means lessen , it ended in Mr. Rushworth ’s declaring outright that he would go and fetch the key . ","They could not get through ; and as Miss Bertram ’s inclination for so doing did by no means lessen , it ended in Mr. Rushworth ’s declaring outright that he would go and fetch the key . "
mansfield_5,1,17,He set off accordingly . ,He set off accordingly . 
mansfield_5,1,18,"“ It is undoubtedly the best thing we can do now , as we are so far from the house already , ” said Mr. Crawford , when he was gone . ","“ It is undoubtedly the best thing we can do now , as we are so far from the house already , ” said Mr. Crawford , when he was gone . "
