fic_id,chapter_id,para_id,text,text_tokenized
mansfield_17,1,1, XXXIV Edmund had great things to hear on his return . , XXXIV Edmund had great things to hear on his return . 
mansfield_17,1,2,Many surprises were awaiting him . ,Many surprises were awaiting him . 
mansfield_17,1,3,The first that occurred was not least in interest : the appearance of Henry Crawford and his sister walking together through the village as he rode into it . ,The first that occurred was not least in interest : the appearance of Henry Crawford and his sister walking together through the village as he rode into it . 
mansfield_17,1,4,He had concluded — he had meant them to be far distant . ,He had concluded — he had meant them to be far distant . 
mansfield_17,1,5,His absence had been extended beyond a fortnight purposely to avoid Miss Crawford . ,His absence had been extended beyond a fortnight purposely to avoid Miss Crawford . 
mansfield_17,1,6,"He was returning to Mansfield with spirits ready to feed on melancholy remembrances , and tender associations , when her own fair self was before him , leaning on her brother ’s arm , and he found himself receiving a welcome , unquestionably friendly , from the woman whom , two moments before , he had been thinking of as seventy miles off , and as farther , much farther , from him in inclination than any distance could express . ","He was returning to Mansfield with spirits ready to feed on melancholy remembrances , and tender associations , when her own fair self was before him , leaning on her brother ’s arm , and he found himself receiving a welcome , unquestionably friendly , from the woman whom , two moments before , he had been thinking of as seventy miles off , and as farther , much farther , from him in inclination than any distance could express . "
mansfield_17,1,7,"Her reception of him was of a sort which he could not have hoped for , had he expected to see her . ","Her reception of him was of a sort which he could not have hoped for , had he expected to see her . "
mansfield_17,1,8,"Coming as he did from such a purport fulfilled as had taken him away , he would have expected anything rather than a look of satisfaction , and words of simple , pleasant meaning . ","Coming as he did from such a purport fulfilled as had taken him away , he would have expected anything rather than a look of satisfaction , and words of simple , pleasant meaning . "
mansfield_17,1,9,"It was enough to set his heart in a glow , and to bring him home in the properest state for feeling the full value of the other joyful surprises at hand . ","It was enough to set his heart in a glow , and to bring him home in the properest state for feeling the full value of the other joyful surprises at hand . "
mansfield_17,1,10,"William ’s promotion , with all its particulars , he was soon master of ; and with such a secret provision of comfort within his own breast to help the joy , he found in it a source of most gratifying sensation and unvarying cheerfulness all dinner - time . ","William ’s promotion , with all its particulars , he was soon master of ; and with such a secret provision of comfort within his own breast to help the joy , he found in it a source of most gratifying sensation and unvarying cheerfulness all dinner - time . "
mansfield_17,1,11,"After dinner , when he and his father were alone , he had Fanny ’s history ; and then all the great events of the last fortnight , and the present situation of matters at Mansfield were known to him . ","After dinner , when he and his father were alone , he had Fanny ’s history ; and then all the great events of the last fortnight , and the present situation of matters at Mansfield were known to him . "
mansfield_17,1,12,Fanny suspected what was going on . ,Fanny suspected what was going on . 
mansfield_17,1,13,"They sat so much longer than usual in the dining - parlour , that she was sure they must be talking of her ; and when tea at last brought them away , and she was to be seen by Edmund again , she felt dreadfully guilty . ","They sat so much longer than usual in the dining - parlour , that she was sure they must be talking of her ; and when tea at last brought them away , and she was to be seen by Edmund again , she felt dreadfully guilty . "
mansfield_17,1,14,"He came to her , sat down by her , took her hand , and pressed it kindly ; and at that moment she thought that , but for the occupation and the scene which the tea - things afforded , she must have betrayed her emotion in some unpardonable excess . ","He came to her , sat down by her , took her hand , and pressed it kindly ; and at that moment she thought that , but for the occupation and the scene which the tea - things afforded , she must have betrayed her emotion in some unpardonable excess . "
mansfield_17,1,15,"He was not intending , however , by such action , to be conveying to her that unqualified approbation and encouragement which her hopes drew from it . ","He was not intending , however , by such action , to be conveying to her that unqualified approbation and encouragement which her hopes drew from it . "
mansfield_17,1,16,"It was designed only to express his participation in all that interested her , and to tell her that he had been hearing what quickened every feeling of affection . ","It was designed only to express his participation in all that interested her , and to tell her that he had been hearing what quickened every feeling of affection . "
mansfield_17,1,17,"He was , in fact , entirely on his father ’s side of the question . ","He was , in fact , entirely on his father ’s side of the question . "
mansfield_17,1,18,"His surprise was not so great as his father ’s at her refusing Crawford , because , so far from supposing her to consider him with anything like a preference , he had always believed it to be rather the reverse , and could imagine her to be taken perfectly unprepared , but Sir Thomas could not regard the connexion as more desirable than he did . ","His surprise was not so great as his father ’s at her refusing Crawford , because , so far from supposing her to consider him with anything like a preference , he had always believed it to be rather the reverse , and could imagine her to be taken perfectly unprepared , but Sir Thomas could not regard the connexion as more desirable than he did . "
mansfield_17,1,19,It had every recommendation to him ; and ,It had every recommendation to him ; and 
mansfield_17,1,20,"while honouring her for what she had done under the influence of her present indifference , honouring her in rather stronger terms than Sir Thomas could quite echo , he was most earnest in hoping , and sanguine in believing , that it would be a match at last , and that , united by mutual affection , it would appear that their dispositions were as exactly fitted to make them blessed in each other , as he was now beginning seriously to consider them . ","while honouring her for what she had done under the influence of her present indifference , honouring her in rather stronger terms than Sir Thomas could quite echo , he was most earnest in hoping , and sanguine in believing , that it would be a match at last , and that , united by mutual affection , it would appear that their dispositions were as exactly fitted to make them blessed in each other , as he was now beginning seriously to consider them . "
mansfield_17,1,21,Crawford had been too precipitate . ,Crawford had been too precipitate . 
mansfield_17,1,22,He had not given her time to attach herself . ,He had not given her time to attach herself . 
mansfield_17,1,23,He had begun at the wrong end . ,He had begun at the wrong end . 
mansfield_17,1,24,"With such powers as his , however , and such a disposition as hers , Edmund trusted that everything would work out a happy conclusion . ","With such powers as his , however , and such a disposition as hers , Edmund trusted that everything would work out a happy conclusion . "
mansfield_17,1,25,"Meanwhile , he saw enough of Fanny ’s embarrassment to make him scrupulously guard against exciting it a second time , by any word , or look , or movement . ","Meanwhile , he saw enough of Fanny ’s embarrassment to make him scrupulously guard against exciting it a second time , by any word , or look , or movement . "
mansfield_17,1,26,"Crawford called the next day , and on the score of Edmund ’s return , Sir Thomas felt himself more than licensed to ask him to stay dinner ; it was really a necessary compliment . ","Crawford called the next day , and on the score of Edmund ’s return , Sir Thomas felt himself more than licensed to ask him to stay dinner ; it was really a necessary compliment . "
mansfield_17,1,27,"He staid of course , and Edmund had ","He staid of course , and Edmund had "
mansfield_17,1,28,"then ample opportunity for observing how he sped with Fanny , and what degree of immediate encouragement for him might be extracted from her manners ","then ample opportunity for observing how he sped with Fanny , and what degree of immediate encouragement for him might be extracted from her manners "
mansfield_17,1,29,; ,; 
mansfield_17,1,30,and ,and 
mansfield_17,1,31,"it was so little , so very , very little — every chance , every possibility of it , resting upon her embarrassment only ; if there was not hope in her confusion , there was hope in nothing else — that he was almost ready to wonder at his friend ’s perseverance . ","it was so little , so very , very little — every chance , every possibility of it , resting upon her embarrassment only ; if there was not hope in her confusion , there was hope in nothing else — that he was almost ready to wonder at his friend ’s perseverance . "
mansfield_17,1,32,"Fanny was worth it all ; he held her to be worth every effort of patience , every exertion of mind , but he did not think he could have gone on himself ","Fanny was worth it all ; he held her to be worth every effort of patience , every exertion of mind , but he did not think he could have gone on himself "
mansfield_17,1,33,"with any woman breathing , without something more to warm his courage than his eyes could discern in hers ","with any woman breathing , without something more to warm his courage than his eyes could discern in hers "
mansfield_17,1,34,. ,. 
mansfield_17,1,35,"He was very willing to hope that Crawford saw clearer , and this was the most comfortable conclusion for his friend that he could come to from all that he observed to pass before , and at , and after dinner . ","He was very willing to hope that Crawford saw clearer , and this was the most comfortable conclusion for his friend that he could come to from all that he observed to pass before , and at , and after dinner . "
mansfield_17,1,36,In the evening a few circumstances occurred which he thought more promising . ,In the evening a few circumstances occurred which he thought more promising . 
