fic_id,chapter_id,para_id,text,text_tokenized
northanger_4,1,1," 8 In spite of Udolpho and the dressmaker , however , the party from Pulteney Street reached the Upper Rooms in very good time . "," 8 In spite of Udolpho and the dressmaker , however , the party from Pulteney Street reached the Upper Rooms in very good time . "
northanger_4,1,2,"The Thorpes and James Morland were there only two minutes before them ; and Isabella having gone through the usual ceremonial of meeting her friend with the most smiling and affectionate haste , of admiring the set of her gown , and envying the curl of her hair ","The Thorpes and James Morland were there only two minutes before them ; and Isabella having gone through the usual ceremonial of meeting her friend with the most smiling and affectionate haste , of admiring the set of her gown , and envying the curl of her hair "
northanger_4,1,3,", they followed their chaperons , arm in arm , into the ballroom , whispering to each other whenever a thought occurred , and supplying the place of many ideas by a squeeze of the hand or a smile of affection . ",", they followed their chaperons , arm in arm , into the ballroom , whispering to each other whenever a thought occurred , and supplying the place of many ideas by a squeeze of the hand or a smile of affection . "
northanger_4,1,4,"The dancing began within a few minutes after they were seated ; and James , who had been engaged quite as long as his sister , was very importunate with Isabella to stand up ; but John was gone into the card - room to speak to a friend , and nothing , she declared , should induce her to join the set before her dear Catherine could join it too . ","The dancing began within a few minutes after they were seated ; and James , who had been engaged quite as long as his sister , was very importunate with Isabella to stand up ; but John was gone into the card - room to speak to a friend , and nothing , she declared , should induce her to join the set before her dear Catherine could join it too . "
northanger_4,1,5,"“ I assure you , ” said she , “ I would not stand up without your dear sister for all the world ; for if I did we should certainly be separated the whole evening . ” ","“ I assure you , ” said she , “ I would not stand up without your dear sister for all the world ; for if I did we should certainly be separated the whole evening . ” "
northanger_4,1,6,"Catherine accepted this kindness with gratitude , and they continued as they were for three minutes longer , when Isabella , who had been talking to James on the other side of her , turned again to his sister and whispered , “ My dear creature , I am afraid I must leave you , your brother is so amazingly impatient to begin ; I know you will not mind my going away , and I dare say John will be back in a moment , and then you may easily find me out . ” ","Catherine accepted this kindness with gratitude , and they continued as they were for three minutes longer , when Isabella , who had been talking to James on the other side of her , turned again to his sister and whispered , “ My dear creature , I am afraid I must leave you , your brother is so amazingly impatient to begin ; I know you will not mind my going away , and I dare say John will be back in a moment , and then you may easily find me out . ” "
northanger_4,1,7,"Catherine , though a little disappointed , had too much good nature to make any opposition , and the others rising up , Isabella had only time to press her friend ’s hand and say , “ Good - bye , my dear love , ” before they hurried off . ","Catherine , though a little disappointed , had too much good nature to make any opposition , and the others rising up , Isabella had only time to press her friend ’s hand and say , “ Good - bye , my dear love , ” before they hurried off . "
northanger_4,1,8,"The younger Miss Thorpes being also dancing , Catherine was left to the mercy of Mrs. Thorpe and Mrs. Allen , between whom she now remained . ","The younger Miss Thorpes being also dancing , Catherine was left to the mercy of Mrs. Thorpe and Mrs. Allen , between whom she now remained . "
northanger_4,1,9,"She could not help being vexed at the non - appearance of Mr. Thorpe , for she not only longed to be dancing , but was likewise aware that , as the real dignity of her situation could not be known , she was sharing with the scores of other young ladies still sitting down all the discredit of wanting a partner . ","She could not help being vexed at the non - appearance of Mr. Thorpe , for she not only longed to be dancing , but was likewise aware that , as the real dignity of her situation could not be known , she was sharing with the scores of other young ladies still sitting down all the discredit of wanting a partner . "
northanger_4,1,10,To be disgraced in the eye of the world ,To be disgraced in the eye of the world 
northanger_4,1,11,", to wear the appearance of infamy while her heart is all purity , her actions all innocence , and the misconduct of another the true source of her debasement , is one of those circumstances which peculiarly belong to the heroine ’s life , and her fortitude under it what particularly dignifies her character . ",", to wear the appearance of infamy while her heart is all purity , her actions all innocence , and the misconduct of another the true source of her debasement , is one of those circumstances which peculiarly belong to the heroine ’s life , and her fortitude under it what particularly dignifies her character . "
northanger_4,1,12,"Catherine had fortitude too ; she suffered , but no murmur passed her lips . ","Catherine had fortitude too ; she suffered , but no murmur passed her lips . "
northanger_4,1,13,"From this state of humiliation , she was roused , at the end of ten minutes , to a pleasanter feeling , by seeing , not Mr. Thorpe , but Mr. Tilney , within three yards of the place where they sat ; he seemed to be moving that way , but he did not see her , and therefore the smile and the blush , which his sudden reappearance raised in Catherine , passed away without sullying her heroic importance . ","From this state of humiliation , she was roused , at the end of ten minutes , to a pleasanter feeling , by seeing , not Mr. Thorpe , but Mr. Tilney , within three yards of the place where they sat ; he seemed to be moving that way , but he did not see her , and therefore the smile and the blush , which his sudden reappearance raised in Catherine , passed away without sullying her heroic importance . "
northanger_4,1,14,"He looked as handsome and as lively as ever , and was talking with interest to a fashionable and pleasing - looking young woman , who leant on his arm , and whom Catherine immediately guessed to be his sister ; thus unthinkingly throwing away a fair opportunity of considering him lost to her forever , by being married already . ","He looked as handsome and as lively as ever , and was talking with interest to a fashionable and pleasing - looking young woman , who leant on his arm , and whom Catherine immediately guessed to be his sister ; thus unthinkingly throwing away a fair opportunity of considering him lost to her forever , by being married already . "
northanger_4,1,15,"But guided only by what was simple and probable , it had never entered her head that Mr. Tilney could be married ; he had not behaved , he had not talked , like the married men to whom she had been used ; he had never mentioned a wife , and he had acknowledged a sister . ","But guided only by what was simple and probable , it had never entered her head that Mr. Tilney could be married ; he had not behaved , he had not talked , like the married men to whom she had been used ; he had never mentioned a wife , and he had acknowledged a sister . "
northanger_4,1,16,"From these circumstances sprang the instant conclusion of his sister ’s now being by his side ; and therefore , instead of turning of a deathlike paleness and falling in a fit on Mrs. Allen ’s bosom , Catherine sat erect , in the perfect use of her senses , and with cheeks only a little redder than usual . Mr. Tilney and his companion , who continued , though slowly , to approach , were immediately preceded by a lady , an acquaintance of Mrs. Thorpe ; and this lady stopping to speak to her , they , as belonging to her , stopped likewise , and Catherine , catching Mr. Tilney ’s eye , instantly received from him the smiling tribute of recognition . ","From these circumstances sprang the instant conclusion of his sister ’s now being by his side ; and therefore , instead of turning of a deathlike paleness and falling in a fit on Mrs. Allen ’s bosom , Catherine sat erect , in the perfect use of her senses , and with cheeks only a little redder than usual . Mr. Tilney and his companion , who continued , though slowly , to approach , were immediately preceded by a lady , an acquaintance of Mrs. Thorpe ; and this lady stopping to speak to her , they , as belonging to her , stopped likewise , and Catherine , catching Mr. Tilney ’s eye , instantly received from him the smiling tribute of recognition . "
northanger_4,1,17,"She returned it with pleasure , and then advancing still nearer , he spoke both to her and Mrs. Allen , by whom he was very civilly acknowledged . ","She returned it with pleasure , and then advancing still nearer , he spoke both to her and Mrs. Allen , by whom he was very civilly acknowledged . "
northanger_4,1,18,"“ I am very happy to see you again , sir , indeed ; I was afraid you had left Bath . ” ","“ I am very happy to see you again , sir , indeed ; I was afraid you had left Bath . ” "
northanger_4,1,19,"He thanked her for her fears , and said that he had quitted it for a week , on the very morning after his having had the pleasure of seeing her . ","He thanked her for her fears , and said that he had quitted it for a week , on the very morning after his having had the pleasure of seeing her . "
northanger_4,1,20,"“ Well , sir , and I dare say you are not sorry to be back again , for it is just the place for young people — and indeed for everybody else too . ","“ Well , sir , and I dare say you are not sorry to be back again , for it is just the place for young people — and indeed for everybody else too . "
northanger_4,1,21,"I tell Mr. Allen , when he talks of being sick of it , that I am sure he should not complain , for it is so very agreeable a place , that it is much better to be here than at home at this dull time of year . ","I tell Mr. Allen , when he talks of being sick of it , that I am sure he should not complain , for it is so very agreeable a place , that it is much better to be here than at home at this dull time of year . "
northanger_4,1,22,I tell him he is quite in luck to be sent here for his health . ” ,I tell him he is quite in luck to be sent here for his health . ” 
northanger_4,1,23,"“ And I hope , madam , that Mr. Allen will be obliged to like the place , from finding it of service to him . ” “ Thank you , sir . ","“ And I hope , madam , that Mr. Allen will be obliged to like the place , from finding it of service to him . ” “ Thank you , sir . "
northanger_4,1,24,I have no doubt that he will . ,I have no doubt that he will . 
northanger_4,1,25,"A neighbour of ours , Dr. Skinner ","A neighbour of ours , Dr. Skinner "
northanger_4,1,26,", was here for his health last winter , and came away quite stout . ” “ That circumstance must give great encouragement . ” “ Yes , sir — and Dr. Skinner and his family were here three months ; so I tell Mr. Allen he must not be in a hurry to get away . ” Here they were interrupted by a request from Mrs. Thorpe to Mrs. Allen , that she would move a little to accommodate Mrs. Hughes and Miss Tilney with seats , as they had agreed to join their party . ",", was here for his health last winter , and came away quite stout . ” “ That circumstance must give great encouragement . ” “ Yes , sir — and Dr. Skinner and his family were here three months ; so I tell Mr. Allen he must not be in a hurry to get away . ” Here they were interrupted by a request from Mrs. Thorpe to Mrs. Allen , that she would move a little to accommodate Mrs. Hughes and Miss Tilney with seats , as they had agreed to join their party . "
northanger_4,1,27,"This was accordingly done , Mr. Tilney still continuing standing before them ; and after a few minutes ’ consideration , he asked Catherine to dance with him . ","This was accordingly done , Mr. Tilney still continuing standing before them ; and after a few minutes ’ consideration , he asked Catherine to dance with him . "
northanger_4,1,28,"This compliment , delightful as it was , produced severe mortification to the lady ; and in giving her denial , she expressed her sorrow on the occasion so very much as if she really felt it , that had Thorpe , who joined her just afterwards , been half a minute earlier , he might have thought ","This compliment , delightful as it was , produced severe mortification to the lady ; and in giving her denial , she expressed her sorrow on the occasion so very much as if she really felt it , that had Thorpe , who joined her just afterwards , been half a minute earlier , he might have thought "
northanger_4,1,29,her sufferings rather too acute ,her sufferings rather too acute 
northanger_4,1,30,. ,. 
northanger_4,1,31,"The very easy manner in which he then told her that he had kept her waiting did not by any means reconcile her more to her lot ; nor did the particulars which he entered into while they were standing up , of the horses and dogs of the friend whom he had just left , and of a proposed exchange of terriers between them , interest her so much as to prevent her looking ","The very easy manner in which he then told her that he had kept her waiting did not by any means reconcile her more to her lot ; nor did the particulars which he entered into while they were standing up , of the horses and dogs of the friend whom he had just left , and of a proposed exchange of terriers between them , interest her so much as to prevent her looking "
northanger_4,1,32,very often towards that part of the room where she had left Mr. Tilney ,very often towards that part of the room where she had left Mr. Tilney 
northanger_4,1,33,. ,. 
