fic_id,chapter_id,para_id,text,text_tokenized
northanger_12,1,1, 24 The next day afforded no opportunity for the proposed examination of the mysterious apartments . , 24 The next day afforded no opportunity for the proposed examination of the mysterious apartments . 
northanger_12,1,2,"It was Sunday , and the whole time between morning and afternoon service was required by the General in exercise abroad or eating cold meat at home ; and great as was Catherine ’s curiosity , her courage was not equal to a wish of exploring them after dinner , either by the fading light of the sky between six and seven o’clock , or by the yet more partial though stronger illumination of a treacherous lamp . ","It was Sunday , and the whole time between morning and afternoon service was required by the General in exercise abroad or eating cold meat at home ; and great as was Catherine ’s curiosity , her courage was not equal to a wish of exploring them after dinner , either by the fading light of the sky between six and seven o’clock , or by the yet more partial though stronger illumination of a treacherous lamp . "
northanger_12,1,3,"The day was unmarked therefore by anything to interest her imagination beyond the sight of a very elegant monument to the memory of Mrs. Tilney , which immediately fronted the family pew . ","The day was unmarked therefore by anything to interest her imagination beyond the sight of a very elegant monument to the memory of Mrs. Tilney , which immediately fronted the family pew . "
northanger_12,1,4,"By that her eye was instantly caught and long retained ; and the perusal of the highly strained epitaph , in which every virtue was ascribed to her by the inconsolable husband , who must have been in some way or other her destroyer , affected her even to tears . ","By that her eye was instantly caught and long retained ; and the perusal of the highly strained epitaph , in which every virtue was ascribed to her by the inconsolable husband , who must have been in some way or other her destroyer , affected her even to tears . "
northanger_12,1,5,"That the General , having erected such a monument , should be able to face it , was not perhaps very strange , and yet that he could sit so boldly collected within its view , maintain so elevated an air , look so fearlessly around , nay , that he should even enter the church , seemed wonderful to Catherine . ","That the General , having erected such a monument , should be able to face it , was not perhaps very strange , and yet that he could sit so boldly collected within its view , maintain so elevated an air , look so fearlessly around , nay , that he should even enter the church , seemed wonderful to Catherine . "
northanger_12,1,6,"Not , however , that many instances of beings equally hardened in guilt might not be produced . ","Not , however , that many instances of beings equally hardened in guilt might not be produced . "
northanger_12,1,7,"She could remember dozens who had persevered in every possible vice , going on from crime to crime , murdering whomsoever they chose , without any feeling of humanity or remorse ; till a violent death or a religious retirement closed their black career . ","She could remember dozens who had persevered in every possible vice , going on from crime to crime , murdering whomsoever they chose , without any feeling of humanity or remorse ; till a violent death or a religious retirement closed their black career . "
northanger_12,1,8,The erection of the monument itself could not in the smallest degree affect her doubts of Mrs. Tilney ’s actual decease . ,The erection of the monument itself could not in the smallest degree affect her doubts of Mrs. Tilney ’s actual decease . 
northanger_12,1,9,"Were she even to descend into the family vault where her ashes were supposed to slumber , were she to behold the coffin in which they were said to be enclosed — what could it avail in such a case ? ","Were she even to descend into the family vault where her ashes were supposed to slumber , were she to behold the coffin in which they were said to be enclosed — what could it avail in such a case ? "
northanger_12,1,10,"Catherine had read too much not to be perfectly aware of the ease with which a waxen figure might be introduced , and a supposititious funeral carried on . The succeeding morning promised something better . ","Catherine had read too much not to be perfectly aware of the ease with which a waxen figure might be introduced , and a supposititious funeral carried on . The succeeding morning promised something better . "
