fic_id,chapter_id,para_id,text,text_tokenized
northanger_3,1,1," 6 The following conversation , which took place between the two friends in the pump - room one morning , after an acquaintance of eight or nine days , is given as a specimen of their very warm attachment , and of the delicacy , discretion , originality of thought , and literary taste which marked the reasonableness of that attachment . "," 6 The following conversation , which took place between the two friends in the pump - room one morning , after an acquaintance of eight or nine days , is given as a specimen of their very warm attachment , and of the delicacy , discretion , originality of thought , and literary taste which marked the reasonableness of that attachment . "
northanger_3,1,2,"They met by appointment ; and as Isabella had arrived nearly five minutes before her friend , her first address naturally was , “ My dearest creature , what can have made you so late ? ","They met by appointment ; and as Isabella had arrived nearly five minutes before her friend , her first address naturally was , “ My dearest creature , what can have made you so late ? "
northanger_3,1,3,I have been waiting for you at least this age ! ” ,I have been waiting for you at least this age ! ” 
northanger_3,1,4,"“ Have you , indeed ! ","“ Have you , indeed ! "
northanger_3,1,5,i am very sorry for it ; but really I thought I was in very good time . ,i am very sorry for it ; but really I thought I was in very good time . 
northanger_3,1,6,It is but just one . ,It is but just one . 
northanger_3,1,7,I hope you have not been here long ? ” “ Oh ! these ten ages at least . ,I hope you have not been here long ? ” “ Oh ! these ten ages at least . 
northanger_3,1,8,I am sure I have been here this half hour . ,I am sure I have been here this half hour . 
northanger_3,1,9,"But now , let us go and sit down at the other end of the room , and enjoy ourselves . ","But now , let us go and sit down at the other end of the room , and enjoy ourselves . "
northanger_3,1,10,I have an hundred things to say to you . ,I have an hundred things to say to you . 
northanger_3,1,11,"In the first place , I was so afraid it would rain this morning , just as I wanted to set off ; it looked very showery , and that would have thrown me into agonies ! ","In the first place , I was so afraid it would rain this morning , just as I wanted to set off ; it looked very showery , and that would have thrown me into agonies ! "
northanger_3,1,12,"do you know , I saw the prettiest hat you can imagine , in a shop window in Milsom Street just now — very like yours , only with coquelicot ribbons instead of green ; I quite longed for it . ","do you know , I saw the prettiest hat you can imagine , in a shop window in Milsom Street just now — very like yours , only with coquelicot ribbons instead of green ; I quite longed for it . "
northanger_3,1,13,"But , my dearest Catherine , what have you been doing with yourself all this morning ? ","But , my dearest Catherine , what have you been doing with yourself all this morning ? "
northanger_3,1,14,"Have you gone on with Udolpho ? ” “ Yes , I have been reading it ever since I woke ; and I am got to the ","Have you gone on with Udolpho ? ” “ Yes , I have been reading it ever since I woke ; and I am got to the "
northanger_3,1,15,black ,black 
northanger_3,1,16,veil ,veil 
northanger_3,1,17,. ,. 
northanger_3,1,18,” ,” 
northanger_3,1,19,"“ Are you , indeed ? ","“ Are you , indeed ? "
northanger_3,1,20,How delightful ! ,How delightful ! 
northanger_3,1,21,oh ! ,oh ! 
northanger_3,1,22,i would not tell you what is behind the black veil for the world ! ,i would not tell you what is behind the black veil for the world ! 
northanger_3,1,23,are not you wild to know ? ” ,are not you wild to know ? ” 
northanger_3,1,24,“ Oh ! ,“ Oh ! 
northanger_3,1,25,"yes , quite ; what can it be ? ","yes , quite ; what can it be ? "
northanger_3,1,26,But do not tell me — I would not be told upon any account . ,But do not tell me — I would not be told upon any account . 
northanger_3,1,27,"I know it must be a skeleton , I am sure it is Laurentina ’s skeleton . ","I know it must be a skeleton , I am sure it is Laurentina ’s skeleton . "
northanger_3,1,28,Oh ! ,Oh ! 
northanger_3,1,29,i am delighted with the book ! ,i am delighted with the book ! 
northanger_3,1,30,i should like to spend my whole life in reading it . ,i should like to spend my whole life in reading it . 
northanger_3,1,31,"I assure you , if it had not been to meet you , I would not have come away from it for all the world . ” ","I assure you , if it had not been to meet you , I would not have come away from it for all the world . ” "
northanger_3,1,32,“ Dear creature ! ,“ Dear creature ! 
northanger_3,1,33,"how much I am obliged to you ; and when you have finished Udolpho , we will read the Italian together ; and I have made out a list of ten or twelve more of the same kind for you . ” ","how much I am obliged to you ; and when you have finished Udolpho , we will read the Italian together ; and I have made out a list of ten or twelve more of the same kind for you . ” "
northanger_3,1,34,"“ Have you , indeed ! ","“ Have you , indeed ! "
northanger_3,1,35,how glad I am ! ,how glad I am ! 
northanger_3,1,36,what are they all ? ” ,what are they all ? ” 
northanger_3,1,37,"“ I will read you their names directly ; here they are , in my pocketbook . ","“ I will read you their names directly ; here they are , in my pocketbook . "
northanger_3,1,38,"Castle of Wolfenbach , Clermont , Mysterious Warnings , Necromancer of the Black Forest , Midnight Bell , Orphan of the Rhine , and Horrid Mysteries . ","Castle of Wolfenbach , Clermont , Mysterious Warnings , Necromancer of the Black Forest , Midnight Bell , Orphan of the Rhine , and Horrid Mysteries . "
northanger_3,1,39,Those will last us some time . ” ,Those will last us some time . ” 
northanger_3,1,40,"“ Yes , pretty well ; but are they all horrid , are you sure they are all horrid ? ” “ Yes , quite sure ; for a particular friend of mine , a Miss Andrews , a sweet girl , one of the sweetest creatures in the world , has read every one of them . ","“ Yes , pretty well ; but are they all horrid , are you sure they are all horrid ? ” “ Yes , quite sure ; for a particular friend of mine , a Miss Andrews , a sweet girl , one of the sweetest creatures in the world , has read every one of them . "
northanger_3,1,41,"I wish you knew Miss Andrews , you would be delighted with her . ","I wish you knew Miss Andrews , you would be delighted with her . "
northanger_3,1,42,She is netting herself the sweetest cloak you can conceive . ,She is netting herself the sweetest cloak you can conceive . 
northanger_3,1,43,"I think her as beautiful as an angel , and I am so vexed with the men for not admiring her ! ","I think her as beautiful as an angel , and I am so vexed with the men for not admiring her ! "
northanger_3,1,44,i scold them all amazingly about it . ” “ Scold them ! ,i scold them all amazingly about it . ” “ Scold them ! 
northanger_3,1,45,"do you scold them for not admiring her ? ” “ Yes , that I do . ","do you scold them for not admiring her ? ” “ Yes , that I do . "
northanger_3,1,46,There is nothing I would not do for those who are really my friends . ,There is nothing I would not do for those who are really my friends . 
northanger_3,1,47,I have no notion of loving people by halves ; it is not my nature . ,I have no notion of loving people by halves ; it is not my nature . 
northanger_3,1,48,My attachments are always excessively strong . ,My attachments are always excessively strong . 
northanger_3,1,49,"I told Captain Hunt at one of our assemblies this winter that if he was to tease me all night , I would not dance with him , unless he would allow Miss Andrews to be as beautiful as an angel . ","I told Captain Hunt at one of our assemblies this winter that if he was to tease me all night , I would not dance with him , unless he would allow Miss Andrews to be as beautiful as an angel . "
northanger_3,1,50,"The men think us incapable of real friendship , you know , and I am determined to show them the difference . ","The men think us incapable of real friendship , you know , and I am determined to show them the difference . "
northanger_3,1,51,"Now , if I were to hear anybody speak slightingly of you , I should fire up in a moment : but that is not at all likely , for _ you _ are just the kind of girl to be a great favourite with the men . ” ","Now , if I were to hear anybody speak slightingly of you , I should fire up in a moment : but that is not at all likely , for _ you _ are just the kind of girl to be a great favourite with the men . ” "
northanger_3,1,52,"“ Oh , dear ! ” cried Catherine , colouring . ","“ Oh , dear ! ” cried Catherine , colouring . "
northanger_3,1,53,“ How can you say so ? ” ,“ How can you say so ? ” 
northanger_3,1,54,"“ I know you very well ; you have so much animation , which is exactly what Miss Andrews wants , for I must confess there is something amazingly insipid about her . ","“ I know you very well ; you have so much animation , which is exactly what Miss Andrews wants , for I must confess there is something amazingly insipid about her . "
northanger_3,1,55,Oh ! ,Oh ! 
