fic_id,chapter_id,para_id,text,text_tokenized
emma_35,1,1," XVII When the ladies returned to the drawing - room after dinner , Emma found it hardly possible to prevent their making two distinct parties;-- with so much perseverance in judging and behaving ill did Mrs. Elton engross Jane Fairfax and slight herself . "," XVII When the ladies returned to the drawing - room after dinner , Emma found it hardly possible to prevent their making two distinct parties;-- with so much perseverance in judging and behaving ill did Mrs. Elton engross Jane Fairfax and slight herself . "
emma_35,1,2,She and Mrs. Weston were obliged to be almost always either talking together or silent together . ,She and Mrs. Weston were obliged to be almost always either talking together or silent together . 
emma_35,1,3,Mrs. Elton left them no choice . ,Mrs. Elton left them no choice . 
emma_35,1,4,"If Jane repressed her for a little time , she soon began again ; and though much that passed between them was in a half - whisper , especially on Mrs. Elton 's side , there was no avoiding a knowledge of their principal subjects : ","If Jane repressed her for a little time , she soon began again ; and though much that passed between them was in a half - whisper , especially on Mrs. Elton 's side , there was no avoiding a knowledge of their principal subjects : "
emma_35,1,5,"The post - office -- catching cold -- fetching letters -- and friendship , were long under discussion ; and to them succeeded one , which must be at least equally unpleasant to Jane -- inquiries whether she had yet heard of any situation likely to suit her , and professions of Mrs. Elton 's meditated activity . "" Here is April come ! "" said she , "" I get quite anxious about you . ","The post - office -- catching cold -- fetching letters -- and friendship , were long under discussion ; and to them succeeded one , which must be at least equally unpleasant to Jane -- inquiries whether she had yet heard of any situation likely to suit her , and professions of Mrs. Elton 's meditated activity . "" Here is April come ! "" said she , "" I get quite anxious about you . "
emma_35,1,6,"June will soon be here . "" ","June will soon be here . "" "
emma_35,1,7,""" But I have never fixed on June or any other month -- merely looked forward to the summer in general . "" ",""" But I have never fixed on June or any other month -- merely looked forward to the summer in general . "" "
emma_35,1,8,""" But have you really heard of nothing ? "" "" ",""" But have you really heard of nothing ? "" "" "
emma_35,1,9,"I have not even made any inquiry ; I do not wish to make any yet . "" "" ","I have not even made any inquiry ; I do not wish to make any yet . "" "" "
emma_35,1,10,Oh ! ,Oh ! 
emma_35,1,11,"my dear , we can not begin too early ; you are not aware of the difficulty of procuring exactly the desirable thing . "" ","my dear , we can not begin too early ; you are not aware of the difficulty of procuring exactly the desirable thing . "" "
emma_35,1,12,""" I not aware ! "" said Jane , shaking her head ; "" dear Mrs. Elton , who can have thought of it as I have done ? ",""" I not aware ! "" said Jane , shaking her head ; "" dear Mrs. Elton , who can have thought of it as I have done ? "
emma_35,1,13,""" ",""" "
emma_35,1,14,""" But you have not seen so much of the world as I have . You do not know how many candidates there always are for the _ first _ situations . ",""" But you have not seen so much of the world as I have . You do not know how many candidates there always are for the _ first _ situations . "
emma_35,1,15,I saw a vast deal of that in the neighbourhood round Maple Grove . ,I saw a vast deal of that in the neighbourhood round Maple Grove . 
emma_35,1,16,"A cousin of Mr. Suckling , Mrs. Bragge , had such an infinity of applications ; every body was anxious to be in her family , for she moves in the first circle . ","A cousin of Mr. Suckling , Mrs. Bragge , had such an infinity of applications ; every body was anxious to be in her family , for she moves in the first circle . "
emma_35,1,17,Wax - candles in the schoolroom ! ,Wax - candles in the schoolroom ! 
