fic_id,chapter_id,para_id,text,text_tokenized
emma_49,1,1," XIII The weather continued much the same all the following morning ; and the same loneliness , and the same melancholy , seemed to reign at Hartfield -- but in the afternoon it cleared ; the wind changed into a softer quarter ; the clouds were carried off ; the sun appeared ; it was summer again . "," XIII The weather continued much the same all the following morning ; and the same loneliness , and the same melancholy , seemed to reign at Hartfield -- but in the afternoon it cleared ; the wind changed into a softer quarter ; the clouds were carried off ; the sun appeared ; it was summer again . "
emma_49,1,2,"With all the eagerness which such a transition gives , Emma resolved to be out of doors as soon as possible . ","With all the eagerness which such a transition gives , Emma resolved to be out of doors as soon as possible . "
emma_49,1,3,"Never had the exquisite sight , smell , sensation of nature , tranquil , warm , and brilliant after a storm , been more attractive to her . ","Never had the exquisite sight , smell , sensation of nature , tranquil , warm , and brilliant after a storm , been more attractive to her . "
emma_49,1,4,"She longed for the serenity they might gradually introduce ; and on Mr. Perry 's coming in soon after dinner , with a disengaged hour to give her father , she lost no time ill hurrying into the shrubbery.--There ","She longed for the serenity they might gradually introduce ; and on Mr. Perry 's coming in soon after dinner , with a disengaged hour to give her father , she lost no time ill hurrying into the shrubbery.--There "
emma_49,1,5,", with spirits freshened , and thoughts a little relieved , she had taken a few turns , when she saw Mr. Knightley passing through the garden door , and coming towards her.--It was the first intimation of his being returned from London . ",", with spirits freshened , and thoughts a little relieved , she had taken a few turns , when she saw Mr. Knightley passing through the garden door , and coming towards her.--It was the first intimation of his being returned from London . "
emma_49,1,6,"She had been thinking of him the moment before , as unquestionably sixteen miles distant.--There was time only for the quickest arrangement of mind . ","She had been thinking of him the moment before , as unquestionably sixteen miles distant.--There was time only for the quickest arrangement of mind . "
emma_49,1,7,She must be collected and calm . ,She must be collected and calm . 
emma_49,1,8,In half a minute they were together . ,In half a minute they were together . 
emma_49,1,9,"The "" How d'ye do 's "" were quiet and constrained on each side . ","The "" How d'ye do 's "" were quiet and constrained on each side . "
emma_49,1,10,She asked after their mutual friends ; they were all well.--When had he left them?--Only that morning . ,She asked after their mutual friends ; they were all well.--When had he left them?--Only that morning . 
