fic_id,chapter_id,para_id,text,text_tokenized
emma_19,1,1," I Emma and Harriet had been walking together one morning , and , in Emma 's opinion , had been talking enough of Mr. Elton for that day . She could not think that Harriet 's solace or her own sins required more ; and she was therefore industriously getting rid of the subject as they returned;--but it burst out again when she thought she had succeeded , and after speaking some time of what the poor must suffer in winter , and receiving no other answer than a very plaintive-- "" Mr. Elton is so good to the poor ! "" she found something else must be done . "," I Emma and Harriet had been walking together one morning , and , in Emma 's opinion , had been talking enough of Mr. Elton for that day . She could not think that Harriet 's solace or her own sins required more ; and she was therefore industriously getting rid of the subject as they returned;--but it burst out again when she thought she had succeeded , and after speaking some time of what the poor must suffer in winter , and receiving no other answer than a very plaintive-- "" Mr. Elton is so good to the poor ! "" she found something else must be done . "
emma_19,1,2,They were just approaching the house where lived Mrs. and Miss Bates . ,They were just approaching the house where lived Mrs. and Miss Bates . 
emma_19,1,3,She determined to call upon them and seek safety in numbers . ,She determined to call upon them and seek safety in numbers . 
emma_19,1,4,"There was always sufficient reason for such an attention ; Mrs. and Miss Bates loved to be called on , and she knew she was considered by the very few who presumed ever to see imperfection in her , as rather negligent in that respect , and as not contributing what she ought to the stock of their scanty comforts . She had had many a hint from Mr. Knightley and some from her own heart , as to her deficiency -- but none were equal to counteract the persuasion of its being very disagreeable,--a waste of time -- tiresome women-- and all the horror of being in danger of falling in with the second - rate and third - rate of Highbury , who were calling on them for ever , and therefore she seldom went near them . ","There was always sufficient reason for such an attention ; Mrs. and Miss Bates loved to be called on , and she knew she was considered by the very few who presumed ever to see imperfection in her , as rather negligent in that respect , and as not contributing what she ought to the stock of their scanty comforts . She had had many a hint from Mr. Knightley and some from her own heart , as to her deficiency -- but none were equal to counteract the persuasion of its being very disagreeable,--a waste of time -- tiresome women-- and all the horror of being in danger of falling in with the second - rate and third - rate of Highbury , who were calling on them for ever , and therefore she seldom went near them . "
emma_19,1,5,"But now she made the sudden resolution of not passing their door without going in -- observing , as she proposed it to Harriet , that , as well as she could calculate , they were just now quite safe from any letter from Jane Fairfax . ","But now she made the sudden resolution of not passing their door without going in -- observing , as she proposed it to Harriet , that , as well as she could calculate , they were just now quite safe from any letter from Jane Fairfax . "
emma_19,1,6,The house belonged to people in business . ,The house belonged to people in business . 
emma_19,1,7,"Mrs. and Miss Bates occupied the drawing - room floor ; and there , in the very moderate - sized apartment , which was every thing to them , the visitors were most cordially and even gratefully welcomed ; the quiet neat old lady , who with her knitting was seated in the warmest corner , wanting even to give up her place to Miss Woodhouse , and her more active , talking daughter , ","Mrs. and Miss Bates occupied the drawing - room floor ; and there , in the very moderate - sized apartment , which was every thing to them , the visitors were most cordially and even gratefully welcomed ; the quiet neat old lady , who with her knitting was seated in the warmest corner , wanting even to give up her place to Miss Woodhouse , and her more active , talking daughter , "
emma_19,1,8,"almost ready to overpower them with care and kindness , thanks for their visit , solicitude for their shoes , anxious inquiries after Mr. Woodhouse 's health , cheerful communications about her mother 's , and sweet - cake from the beaufet--""Mrs ","almost ready to overpower them with care and kindness , thanks for their visit , solicitude for their shoes , anxious inquiries after Mr. Woodhouse 's health , cheerful communications about her mother 's , and sweet - cake from the beaufet--""Mrs "
emma_19,1,9,". Cole had just been there , just called in for ten minutes , and had been so good as to sit an hour with them , and _ she _ had taken a piece of cake and been so kind as to say she liked it very much ; and , therefore , she hoped Miss Woodhouse and Miss Smith would do them the favour to eat a piece too . "" ",". Cole had just been there , just called in for ten minutes , and had been so good as to sit an hour with them , and _ she _ had taken a piece of cake and been so kind as to say she liked it very much ; and , therefore , she hoped Miss Woodhouse and Miss Smith would do them the favour to eat a piece too . "" "
emma_19,1,10,The mention of the Coles was sure to be followed by that of Mr. Elton . ,The mention of the Coles was sure to be followed by that of Mr. Elton . 
emma_19,1,11,"There was intimacy between them , and Mr. Cole had heard from Mr. Elton since his going away . ","There was intimacy between them , and Mr. Cole had heard from Mr. Elton since his going away . "
emma_19,1,12,"Emma knew what was coming ; they must have the letter over again , and settle how long he had been gone , and how much he was engaged in company , and what a favourite he was wherever he went , and how full the Master of the Ceremonies ' ball had been ; and she went through it very well , with all the interest and all the commendation that could be requisite , and always putting forward to prevent Harriet 's being obliged to say a word . This she had been prepared for when she entered the house ; but meant , having once talked him handsomely over , to be no farther incommoded by any troublesome topic , and to wander at large amongst all the Mistresses and Misses of Highbury , and their card - parties . ","Emma knew what was coming ; they must have the letter over again , and settle how long he had been gone , and how much he was engaged in company , and what a favourite he was wherever he went , and how full the Master of the Ceremonies ' ball had been ; and she went through it very well , with all the interest and all the commendation that could be requisite , and always putting forward to prevent Harriet 's being obliged to say a word . This she had been prepared for when she entered the house ; but meant , having once talked him handsomely over , to be no farther incommoded by any troublesome topic , and to wander at large amongst all the Mistresses and Misses of Highbury , and their card - parties . "
emma_19,1,13,"She had not been prepared to have Jane Fairfax succeed Mr. Elton ; but he was actually hurried off by Miss Bates , she jumped away from him at last abruptly to the Coles , to usher in a letter from her niece . ","She had not been prepared to have Jane Fairfax succeed Mr. Elton ; but he was actually hurried off by Miss Bates , she jumped away from him at last abruptly to the Coles , to usher in a letter from her niece . "
emma_19,1,14,""" Oh ! ",""" Oh ! "
emma_19,1,15,"yes -- Mr. Elton , I understand -- certainly as to dancing-- Mrs. Cole was telling me that dancing at the rooms at Bath was-- Mrs. Cole was so kind as to sit some time with us , talking of Jane ; for as soon as she came in , she began inquiring after her , Jane is so very great a favourite there . Whenever she is with us , Mrs. Cole does not know how to shew her kindness enough ; and I must say that Jane deserves it as much as any body can . ","yes -- Mr. Elton , I understand -- certainly as to dancing-- Mrs. Cole was telling me that dancing at the rooms at Bath was-- Mrs. Cole was so kind as to sit some time with us , talking of Jane ; for as soon as she came in , she began inquiring after her , Jane is so very great a favourite there . Whenever she is with us , Mrs. Cole does not know how to shew her kindness enough ; and I must say that Jane deserves it as much as any body can . "
emma_19,1,16,"And so she began inquiring after her directly , saying , ` I know you can not have heard from Jane lately , because it is not her time for writing ; ' and when I immediately said , ` But indeed we have , we had a letter this very morning , ' I do not know that I ever saw any body more surprized . ` Have you , upon your honour ? ' said she ; ` well , that is quite unexpected . ","And so she began inquiring after her directly , saying , ` I know you can not have heard from Jane lately , because it is not her time for writing ; ' and when I immediately said , ` But indeed we have , we had a letter this very morning , ' I do not know that I ever saw any body more surprized . ` Have you , upon your honour ? ' said she ; ` well , that is quite unexpected . "
emma_19,1,17,Do let me hear what she says . ' ,Do let me hear what she says . ' 
emma_19,1,18,""" Emma 's politeness was at hand directly , to say , with smiling interest-- "" Have you heard from Miss Fairfax so lately ? ",""" Emma 's politeness was at hand directly , to say , with smiling interest-- "" Have you heard from Miss Fairfax so lately ? "
emma_19,1,19,I am extremely happy . ,I am extremely happy . 
emma_19,1,20,"I hope she is well ? "" "" Thank you . ","I hope she is well ? "" "" Thank you . "
emma_19,1,21,"You are so kind ! "" replied the happily deceived aunt , while eagerly hunting for the letter.--""Oh ! ","You are so kind ! "" replied the happily deceived aunt , while eagerly hunting for the letter.--""Oh ! "
emma_19,1,22,here it is . ,here it is . 
emma_19,1,23,"I was sure it could not be far off ; but I had put my huswife upon it , you see , without being aware , and so it was quite hid , but I had it in my hand so very lately that I was almost sure it must be on the table . ","I was sure it could not be far off ; but I had put my huswife upon it , you see , without being aware , and so it was quite hid , but I had it in my hand so very lately that I was almost sure it must be on the table . "
emma_19,1,24,"I was reading it to Mrs. Cole , and since she went away , I was reading it again to my mother , for it is such a pleasure to her-- a letter from Jane -- that she can never hear it often enough ; so I knew it could not be far off , and here it is , only just under my huswife -- and since you are so kind as to wish to hear what she says;--but , first of all , I really must , in justice to Jane , apologise for her writing so short a letter -- only two pages you see-- hardly two -- and in general she fills the whole paper and crosses half . ","I was reading it to Mrs. Cole , and since she went away , I was reading it again to my mother , for it is such a pleasure to her-- a letter from Jane -- that she can never hear it often enough ; so I knew it could not be far off , and here it is , only just under my huswife -- and since you are so kind as to wish to hear what she says;--but , first of all , I really must , in justice to Jane , apologise for her writing so short a letter -- only two pages you see-- hardly two -- and in general she fills the whole paper and crosses half . "
emma_19,1,25,My mother often wonders that I can make it out so well . ,My mother often wonders that I can make it out so well . 
emma_19,1,26,"She often says , when the letter is first opened , ` Well , Hetty , now I think you will be put to it to make out all that checker - work'-- do n't you , ma'am?--And then I tell her , I am sure she would contrive to make it out herself , if she had nobody to do it for her-- every word of it -- I am sure she would pore over it till she had made out every word . ","She often says , when the letter is first opened , ` Well , Hetty , now I think you will be put to it to make out all that checker - work'-- do n't you , ma'am?--And then I tell her , I am sure she would contrive to make it out herself , if she had nobody to do it for her-- every word of it -- I am sure she would pore over it till she had made out every word . "
emma_19,1,27,"And , indeed , though my mother 's eyes are not so good as they were , she can see amazingly well still , thank God ! with the help of spectacles . ","And , indeed , though my mother 's eyes are not so good as they were , she can see amazingly well still , thank God ! with the help of spectacles . "
emma_19,1,28,It is such a blessing ! ,It is such a blessing ! 
emma_19,1,29,My mother 's are really very good indeed . ,My mother 's are really very good indeed . 
