fic_id,chapter_id,para_id,text,text_tokenized
emma_31,1,1, XIII , XIII 
emma_31,1,2,Emma continued to entertain no doubt of her being in love . ,Emma continued to entertain no doubt of her being in love . 
emma_31,1,3,Her ideas only varied as to the how much . ,Her ideas only varied as to the how much . 
emma_31,1,4,"At first , she thought it was a good deal ; and afterwards , but little . ","At first , she thought it was a good deal ; and afterwards , but little . "
emma_31,1,5,"She had great pleasure in hearing Frank Churchill talked of ; and , for his sake , greater pleasure than ever in seeing Mr. and Mrs. Weston ; she was very often thinking of him , and quite impatient for a letter , that she might know how he was , how were his spirits , how was his aunt , and what was the chance of his coming to Randalls again this spring . But , on the other hand , she could not admit herself to be unhappy , nor , after the first morning , to be less disposed for employment than usual ; she was still busy and cheerful ; and , pleasing as he was , she could yet imagine him to have faults ; and farther , though thinking of him so much , and , as she sat drawing or working , forming a thousand amusing schemes for the progress and close of their attachment , fancying interesting dialogues , and inventing elegant letters ; the conclusion of every imaginary declaration on his side was that she _ refused _ _ him _ . ","She had great pleasure in hearing Frank Churchill talked of ; and , for his sake , greater pleasure than ever in seeing Mr. and Mrs. Weston ; she was very often thinking of him , and quite impatient for a letter , that she might know how he was , how were his spirits , how was his aunt , and what was the chance of his coming to Randalls again this spring . But , on the other hand , she could not admit herself to be unhappy , nor , after the first morning , to be less disposed for employment than usual ; she was still busy and cheerful ; and , pleasing as he was , she could yet imagine him to have faults ; and farther , though thinking of him so much , and , as she sat drawing or working , forming a thousand amusing schemes for the progress and close of their attachment , fancying interesting dialogues , and inventing elegant letters ; the conclusion of every imaginary declaration on his side was that she _ refused _ _ him _ . "
emma_31,1,6,Their affection was always to subside into friendship . ,Their affection was always to subside into friendship . 
emma_31,1,7,"Every thing tender and charming was to mark their parting ; but still they were to part . When she became sensible of this , it struck her that she could not be very much in love ; for in spite of her previous and fixed determination never to quit her father , never to marry , a strong attachment certainly must produce more of a struggle than she could foresee in her own feelings . "" I do not find myself making any use of the word _ sacrifice _ , "" said she.-- "" In not one of all my clever replies , my delicate negatives , is there any allusion to making a sacrifice . ","Every thing tender and charming was to mark their parting ; but still they were to part . When she became sensible of this , it struck her that she could not be very much in love ; for in spite of her previous and fixed determination never to quit her father , never to marry , a strong attachment certainly must produce more of a struggle than she could foresee in her own feelings . "" I do not find myself making any use of the word _ sacrifice _ , "" said she.-- "" In not one of all my clever replies , my delicate negatives , is there any allusion to making a sacrifice . "
emma_31,1,8,I do suspect that he is not really necessary to my happiness . ,I do suspect that he is not really necessary to my happiness . 
emma_31,1,9,So much the better . ,So much the better . 
emma_31,1,10,I certainly will not persuade myself to feel more than I do . ,I certainly will not persuade myself to feel more than I do . 
emma_31,1,11,I am quite enough in love . ,I am quite enough in love . 
emma_31,1,12,I should be sorry to be more . ,I should be sorry to be more . 
emma_31,1,13,""" Upon the whole , she was equally contented with her view of his feelings . "" ",""" Upon the whole , she was equally contented with her view of his feelings . "" "
emma_31,1,14,"_ He _ is undoubtedly very much in love -- every thing denotes it -- very much in love indeed!--and when he comes again , if his affection continue , I must be on my guard not to encourage it.--It would be most inexcusable to do otherwise , as my own mind is quite made up . Not ","_ He _ is undoubtedly very much in love -- every thing denotes it -- very much in love indeed!--and when he comes again , if his affection continue , I must be on my guard not to encourage it.--It would be most inexcusable to do otherwise , as my own mind is quite made up . Not "
emma_31,1,15,that ,that 
emma_31,1,16,I ,I 
emma_31,1,17,imagine he can think I have been encouraging him hitherto ,imagine he can think I have been encouraging him hitherto 
emma_31,1,18,. ,. 
emma_31,1,19,"No , if he had believed me at all to share his feelings , he would not have been so wretched . ","No , if he had believed me at all to share his feelings , he would not have been so wretched . "
emma_31,1,20,"Could he have thought himself encouraged , his looks and language at parting would have been different.-- Still , however , I must be on my guard . ","Could he have thought himself encouraged , his looks and language at parting would have been different.-- Still , however , I must be on my guard . "
emma_31,1,21,"This is in the supposition of his attachment continuing what it now is ; but I do not know that I expect it will ; I do not look upon him to be quite the sort of man-- I do not altogether build upon his steadiness or constancy.-- His feelings are warm , but I can imagine them rather changeable.-- Every consideration of the subject , in short , makes me thankful that my happiness is not more deeply involved.--I shall do very well again after a little while -- and then , it will be a good thing over ; for they say every body is in love once in their lives , and I shall have been let off easily . "" ","This is in the supposition of his attachment continuing what it now is ; but I do not know that I expect it will ; I do not look upon him to be quite the sort of man-- I do not altogether build upon his steadiness or constancy.-- His feelings are warm , but I can imagine them rather changeable.-- Every consideration of the subject , in short , makes me thankful that my happiness is not more deeply involved.--I shall do very well again after a little while -- and then , it will be a good thing over ; for they say every body is in love once in their lives , and I shall have been let off easily . "" "
emma_31,1,22,"When his letter to Mrs. Weston arrived , Emma had the perusal of it ; and she read it with a degree of pleasure and admiration which made her at first shake her head over her own sensations , and think she had undervalued their strength . ","When his letter to Mrs. Weston arrived , Emma had the perusal of it ; and she read it with a degree of pleasure and admiration which made her at first shake her head over her own sensations , and think she had undervalued their strength . "
emma_31,1,23,"It was a long , well - written letter , giving the particulars of his journey and of his feelings , expressing all the affection , gratitude , and respect which was natural and honourable , and describing every thing exterior and local that could be supposed attractive , with spirit and precision . ","It was a long , well - written letter , giving the particulars of his journey and of his feelings , expressing all the affection , gratitude , and respect which was natural and honourable , and describing every thing exterior and local that could be supposed attractive , with spirit and precision . "
emma_31,1,24,"No suspicious flourishes now of apology or concern ; it was the language of real feeling towards Mrs. Weston ; and the transition from Highbury to Enscombe , the contrast between the places in some of the first blessings of social life was just enough touched on to shew how keenly it was felt , and how much more might have been said but for the restraints of propriety.--The charm of her own name was not wanting . _ Miss _ _ Woodhouse _ appeared more than once , and never without a something of pleasing connexion , either a compliment to her taste , or a remembrance of what she had said ; and in the very last time of its meeting her eye , unadorned as it was by any such broad wreath of gallantry , she yet could discern the effect of her influence and acknowledge the greatest compliment perhaps of all conveyed . ","No suspicious flourishes now of apology or concern ; it was the language of real feeling towards Mrs. Weston ; and the transition from Highbury to Enscombe , the contrast between the places in some of the first blessings of social life was just enough touched on to shew how keenly it was felt , and how much more might have been said but for the restraints of propriety.--The charm of her own name was not wanting . _ Miss _ _ Woodhouse _ appeared more than once , and never without a something of pleasing connexion , either a compliment to her taste , or a remembrance of what she had said ; and in the very last time of its meeting her eye , unadorned as it was by any such broad wreath of gallantry , she yet could discern the effect of her influence and acknowledge the greatest compliment perhaps of all conveyed . "
emma_31,1,25,"Compressed into the very lowest vacant corner were these words--""I had not a spare moment on Tuesday , as you know , for Miss Woodhouse 's beautiful little friend ","Compressed into the very lowest vacant corner were these words--""I had not a spare moment on Tuesday , as you know , for Miss Woodhouse 's beautiful little friend "
emma_31,1,26,. ,. 
emma_31,1,27,"Pray make my excuses and adieus to her . "" ","Pray make my excuses and adieus to her . "" "
emma_31,1,28,"This , Emma could not doubt , was all for herself . ","This , Emma could not doubt , was all for herself . "
emma_31,1,29,Harriet was remembered only from being _ her _ friend . ,Harriet was remembered only from being _ her _ friend . 
emma_31,1,30,"His information and prospects as to Enscombe were neither worse nor better than had been anticipated ; Mrs. Churchill was recovering , and he dared not yet , even in his own imagination , fix a time for coming to Randalls again . Gratifying , however , and stimulative as was the letter in the material part , its sentiments , she yet found , when it was folded up and returned to Mrs. Weston , that it had not added any lasting warmth , that she could still do without the writer , and that he must learn to do without her . Her intentions were unchanged . ","His information and prospects as to Enscombe were neither worse nor better than had been anticipated ; Mrs. Churchill was recovering , and he dared not yet , even in his own imagination , fix a time for coming to Randalls again . Gratifying , however , and stimulative as was the letter in the material part , its sentiments , she yet found , when it was folded up and returned to Mrs. Weston , that it had not added any lasting warmth , that she could still do without the writer , and that he must learn to do without her . Her intentions were unchanged . "
emma_31,1,31,Her resolution of refusal only grew more interesting by the addition of a scheme for his subsequent consolation and happiness . ,Her resolution of refusal only grew more interesting by the addition of a scheme for his subsequent consolation and happiness . 
emma_31,1,32,"His recollection of Harriet , and the words which clothed it , the "" beautiful little friend , "" suggested to her the idea of Harriet 's succeeding her in his affections . ","His recollection of Harriet , and the words which clothed it , the "" beautiful little friend , "" suggested to her the idea of Harriet 's succeeding her in his affections . "
emma_31,1,33,"Was it impossible?--No.--Harriet undoubtedly was greatly his inferior in understanding ; but he had been very much struck with the loveliness of her face and the warm simplicity of her manner ; and all the probabilities of circumstance and connexion were in her favour.--For Harriet , it would be advantageous and delightful indeed . ","Was it impossible?--No.--Harriet undoubtedly was greatly his inferior in understanding ; but he had been very much struck with the loveliness of her face and the warm simplicity of her manner ; and all the probabilities of circumstance and connexion were in her favour.--For Harriet , it would be advantageous and delightful indeed . "
emma_31,1,34,""" I must not dwell upon it , "" said she.--""I must not think of it . ",""" I must not dwell upon it , "" said she.--""I must not think of it . "
emma_31,1,35,"I know the danger of indulging such speculations . But stranger things have happened ; and when we cease to care for each other as we do now , it will be the means of confirming us in that sort of true disinterested friendship which I can already look forward to with pleasure . ","I know the danger of indulging such speculations . But stranger things have happened ; and when we cease to care for each other as we do now , it will be the means of confirming us in that sort of true disinterested friendship which I can already look forward to with pleasure . "
emma_31,1,36,""" It was well to have a comfort in store on Harriet 's behalf , though it might be wise to let the fancy touch it seldom ; for evil in that quarter was at hand . As Frank Churchill 's arrival had succeeded Mr. Elton 's engagement in the conversation of Highbury , as the latest interest had entirely borne down the first , so now upon Frank Churchill 's disappearance , Mr. Elton 's concerns were assuming the most irresistible form.--His ",""" It was well to have a comfort in store on Harriet 's behalf , though it might be wise to let the fancy touch it seldom ; for evil in that quarter was at hand . As Frank Churchill 's arrival had succeeded Mr. Elton 's engagement in the conversation of Highbury , as the latest interest had entirely borne down the first , so now upon Frank Churchill 's disappearance , Mr. Elton 's concerns were assuming the most irresistible form.--His "
emma_31,1,37,wedding - day was named . ,wedding - day was named . 
emma_31,1,38,He would soon be among them again ; Mr. Elton and his bride . ,He would soon be among them again ; Mr. Elton and his bride . 
