fic_id,chapter_id,para_id,text,text_tokenized
emma_51,1,1," XV This letter must make its way to Emma 's feelings . She was obliged , in spite of her previous determination to the contrary , to do it all the justice that Mrs. Weston foretold . "," XV This letter must make its way to Emma 's feelings . She was obliged , in spite of her previous determination to the contrary , to do it all the justice that Mrs. Weston foretold . "
emma_51,1,2,"As soon as she came to her own name , it was irresistible ; every line relating to herself was interesting , and almost every line agreeable ; and when this charm ceased , the subject could still maintain itself , by the natural return of her former regard for the writer , and the very strong attraction which any picture of love must have for her at ","As soon as she came to her own name , it was irresistible ; every line relating to herself was interesting , and almost every line agreeable ; and when this charm ceased , the subject could still maintain itself , by the natural return of her former regard for the writer , and the very strong attraction which any picture of love must have for her at "
emma_51,1,3,that moment ,that moment 
emma_51,1,4,. ,. 
emma_51,1,5,She never stopt till she had gone through the whole ; and though it was impossible not to feel that he had been wrong ,She never stopt till she had gone through the whole ; and though it was impossible not to feel that he had been wrong 
emma_51,1,6,", yet he had been less wrong than she had supposed -- and he had suffered , and was very sorry -- and he was so grateful to Mrs. Weston , and so much in love with Miss Fairfax , and she was so happy herself , that there was no being severe ; and could he have entered the room , she must have shaken hands with him as heartily as ever . ",", yet he had been less wrong than she had supposed -- and he had suffered , and was very sorry -- and he was so grateful to Mrs. Weston , and so much in love with Miss Fairfax , and she was so happy herself , that there was no being severe ; and could he have entered the room , she must have shaken hands with him as heartily as ever . "
emma_51,1,7,"She thought so well of the letter , that when Mr. Knightley came again , she desired him to read it . ","She thought so well of the letter , that when Mr. Knightley came again , she desired him to read it . "
emma_51,1,8,"She was sure of Mrs. Weston 's wishing it to be communicated ; especially to one , who , like Mr. Knightley , had seen so much to blame in his conduct . ","She was sure of Mrs. Weston 's wishing it to be communicated ; especially to one , who , like Mr. Knightley , had seen so much to blame in his conduct . "
emma_51,1,9,""" I shall be very glad to look it over , "" said he ; "" but it seems long . ",""" I shall be very glad to look it over , "" said he ; "" but it seems long . "
emma_51,1,10,"I will take it home with me at night . "" But that would not do . ","I will take it home with me at night . "" But that would not do . "
emma_51,1,11,"Mr. Weston was to call in the evening , and she must return it by him . ","Mr. Weston was to call in the evening , and she must return it by him . "
emma_51,1,12,""" I would rather be talking to you , "" he replied ; "" but as it seems a matter of justice , it shall be done . "" ",""" I would rather be talking to you , "" he replied ; "" but as it seems a matter of justice , it shall be done . "" "
