fic_id,chapter_id,para_id,text,text_tokenized
pride_19,1,1, XXXVIII . , XXXVIII . 
pride_19,1,2,On Saturday morning Elizabeth and Mr. Collins met for breakfast a few minutes before the others appeared ; and he took the opportunity of paying the parting civilities which he deemed indispensably necessary . ,On Saturday morning Elizabeth and Mr. Collins met for breakfast a few minutes before the others appeared ; and he took the opportunity of paying the parting civilities which he deemed indispensably necessary . 
pride_19,1,3,"“ I know not , Miss Elizabeth , ” said he , “ whether Mrs. Collins has yet expressed her sense of your kindness in coming to us ; but I am very certain you will not leave the house without receiving her thanks for it . ","“ I know not , Miss Elizabeth , ” said he , “ whether Mrs. Collins has yet expressed her sense of your kindness in coming to us ; but I am very certain you will not leave the house without receiving her thanks for it . "
pride_19,1,4,"The favour of your company has been much felt , I assure you . ","The favour of your company has been much felt , I assure you . "
pride_19,1,5,We know how little there is to tempt anyone to our humble abode . ,We know how little there is to tempt anyone to our humble abode . 
pride_19,1,6,"Our plain manner of living , our small rooms , and few domestics , and the little we see of the world , must make Hunsford extremely dull to a young lady like yourself ; but I hope you will believe us grateful for the condescension , and that we have done everything in our power to prevent you spending your time unpleasantly . ” ","Our plain manner of living , our small rooms , and few domestics , and the little we see of the world , must make Hunsford extremely dull to a young lady like yourself ; but I hope you will believe us grateful for the condescension , and that we have done everything in our power to prevent you spending your time unpleasantly . ” "
pride_19,1,7,Elizabeth was eager with her thanks and assurances of happiness . ,Elizabeth was eager with her thanks and assurances of happiness . 
pride_19,1,8,"She had spent six weeks with great enjoyment ; and the pleasure of being with Charlotte , and the kind attention she had received , must make _ her _ feel the obliged . ","She had spent six weeks with great enjoyment ; and the pleasure of being with Charlotte , and the kind attention she had received , must make _ her _ feel the obliged . "
pride_19,1,9,"Mr. Collins was gratified ; and with a more smiling solemnity replied,-- “ It gives me the greatest pleasure to hear that you have passed your time not disagreeably . ","Mr. Collins was gratified ; and with a more smiling solemnity replied,-- “ It gives me the greatest pleasure to hear that you have passed your time not disagreeably . "
pride_19,1,10,"We have certainly done our best ; and most fortunately having it in our power to introduce you to very superior society , and from our connection with Rosings , the frequent means of varying the humble home scene , I think we may flatter ourselves that your Hunsford visit can not have been entirely irksome . ","We have certainly done our best ; and most fortunately having it in our power to introduce you to very superior society , and from our connection with Rosings , the frequent means of varying the humble home scene , I think we may flatter ourselves that your Hunsford visit can not have been entirely irksome . "
pride_19,1,11,"Our situation with regard to Lady Catherine ’s family is , indeed , the sort of extraordinary advantage and blessing which few can boast . ","Our situation with regard to Lady Catherine ’s family is , indeed , the sort of extraordinary advantage and blessing which few can boast . "
pride_19,1,12,You see on what a footing we are . ,You see on what a footing we are . 
pride_19,1,13,You see how continually we are engaged there . ,You see how continually we are engaged there . 
pride_19,1,14,"In truth , I must acknowledge , that , with all the disadvantages of this humble parsonage , I should not think anyone abiding in it an object of compassion , while they are sharers of our intimacy at Rosings . ","In truth , I must acknowledge , that , with all the disadvantages of this humble parsonage , I should not think anyone abiding in it an object of compassion , while they are sharers of our intimacy at Rosings . "
pride_19,1,15,” ,” 
pride_19,1,16,"Words were insufficient for the elevation of his feelings ; and he was obliged to walk about the room , while Elizabeth tried to unite civility and truth in a few short sentences . ","Words were insufficient for the elevation of his feelings ; and he was obliged to walk about the room , while Elizabeth tried to unite civility and truth in a few short sentences . "
pride_19,1,17,"“ You may , in fact , carry a very favourable report of us into Hertfordshire , my dear cousin . ","“ You may , in fact , carry a very favourable report of us into Hertfordshire , my dear cousin . "
pride_19,1,18,"I flatter myself , at least , that you will be able to do so . ","I flatter myself , at least , that you will be able to do so . "
pride_19,1,19,Lady Catherine ’s great attentions to Mrs. Collins you have been a daily witness of ; and altogether I trust it does not appear that your friend has drawn an unfortunate -- but on this point it will be as well to be silent . ,Lady Catherine ’s great attentions to Mrs. Collins you have been a daily witness of ; and altogether I trust it does not appear that your friend has drawn an unfortunate -- but on this point it will be as well to be silent . 
pride_19,1,20,"Only let me assure you , my dear Miss Elizabeth , that I can from my heart most cordially wish you equal felicity in marriage . My dear Charlotte and I have but one mind and one way of thinking . ","Only let me assure you , my dear Miss Elizabeth , that I can from my heart most cordially wish you equal felicity in marriage . My dear Charlotte and I have but one mind and one way of thinking . "
pride_19,1,21,There is in everything a most remarkable resemblance of character and ideas between us . ,There is in everything a most remarkable resemblance of character and ideas between us . 
pride_19,1,22,We seem to have been designed for each other . ,We seem to have been designed for each other . 
pride_19,1,23,” ,” 
pride_19,1,24,"Elizabeth could safely say that it was a great happiness where that was the case , and with equal sincerity could add , that she firmly believed and rejoiced in his domestic comforts . ","Elizabeth could safely say that it was a great happiness where that was the case , and with equal sincerity could add , that she firmly believed and rejoiced in his domestic comforts . "
pride_19,1,25,"She was not sorry , however , to have the recital of them interrupted by the entrance of the lady from whom they sprang . ","She was not sorry , however , to have the recital of them interrupted by the entrance of the lady from whom they sprang . "
pride_19,1,26,Poor Charlotte ! ,Poor Charlotte ! 
pride_19,1,27,it was melancholy to leave her to such society ! ,it was melancholy to leave her to such society ! 
pride_19,1,28,"But she had chosen it with her eyes open ; and though evidently regretting that her visitors were to go , she did not seem to ask for compassion . ","But she had chosen it with her eyes open ; and though evidently regretting that her visitors were to go , she did not seem to ask for compassion . "
pride_19,1,29,"Her home and her housekeeping , her parish and her poultry , and all their dependent concerns , had not yet lost their charms . ","Her home and her housekeeping , her parish and her poultry , and all their dependent concerns , had not yet lost their charms . "
pride_19,1,30,"At length the chaise arrived , the trunks were fastened on , the parcels placed within , and it was pronounced to be ready . ","At length the chaise arrived , the trunks were fastened on , the parcels placed within , and it was pronounced to be ready . "
pride_19,1,31,"After an affectionate parting between the friends , Elizabeth was attended to the carriage by Mr. Collins ; and as they walked down the garden , he was commissioning her with his best respects to all her family , not forgetting his thanks for the kindness he had received at Longbourn in the winter , and his compliments to Mr. and Mrs. Gardiner , though unknown . ","After an affectionate parting between the friends , Elizabeth was attended to the carriage by Mr. Collins ; and as they walked down the garden , he was commissioning her with his best respects to all her family , not forgetting his thanks for the kindness he had received at Longbourn in the winter , and his compliments to Mr. and Mrs. Gardiner , though unknown . "
pride_19,1,32,"He then handed her in , Maria followed , and the door was on the point of being closed , when he suddenly reminded them , with some consternation , ","He then handed her in , Maria followed , and the door was on the point of being closed , when he suddenly reminded them , with some consternation , "
pride_19,1,33,that they had hitherto forgotten to leave any message for the ladies of Rosings . ,that they had hitherto forgotten to leave any message for the ladies of Rosings . 
pride_19,1,34,"“ But , ” he added , “ you will of course wish to have your humble respects delivered to them , with your grateful thanks for their kindness to you while you have been here . ” Elizabeth made no objection : the door was then allowed to be shut , and the carriage drove off . “ Good gracious ! ” cried Maria , after a few minutes ’ silence , “ it seems but a day or two since we first came ! ","“ But , ” he added , “ you will of course wish to have your humble respects delivered to them , with your grateful thanks for their kindness to you while you have been here . ” Elizabeth made no objection : the door was then allowed to be shut , and the carriage drove off . “ Good gracious ! ” cried Maria , after a few minutes ’ silence , “ it seems but a day or two since we first came ! "
pride_19,1,35,and yet how many things have happened ! ” ,and yet how many things have happened ! ” 
pride_19,1,36,“ A great many indeed ,“ A great many indeed 
pride_19,1,37,", ” said her companion , with a sigh . ",", ” said her companion , with a sigh . "
pride_19,1,38,"“ We have dined nine times at Rosings , besides drinking tea there twice ! ","“ We have dined nine times at Rosings , besides drinking tea there twice ! "
pride_19,1,39,"How much I shall have to tell ! ” Elizabeth privately added , “ And how much I shall have to conceal ! ” ","How much I shall have to tell ! ” Elizabeth privately added , “ And how much I shall have to conceal ! ” "
pride_19,1,40,"Their journey was performed without much conversation , or any alarm ; and within four hours of their leaving Hunsford they reached Mr. Gardiner ’s house , where they were to remain a few days . ","Their journey was performed without much conversation , or any alarm ; and within four hours of their leaving Hunsford they reached Mr. Gardiner ’s house , where they were to remain a few days . "
pride_19,1,41,"Jane looked well , and Elizabeth had little opportunity of studying her spirits , amidst the various engagements which the kindness of her aunt had reserved for them . ","Jane looked well , and Elizabeth had little opportunity of studying her spirits , amidst the various engagements which the kindness of her aunt had reserved for them . "
pride_19,1,42,"But Jane was to go home with her , and at Longbourn there would be leisure enough for observation . ","But Jane was to go home with her , and at Longbourn there would be leisure enough for observation . "
pride_19,1,43,"It was not without an effort , meanwhile , that she could wait even for Longbourn , before she told her sister of Mr. Darcy ’s proposals . ","It was not without an effort , meanwhile , that she could wait even for Longbourn , before she told her sister of Mr. Darcy ’s proposals . "
pride_19,1,44,"To know that she had the power of revealing what would so exceedingly astonish Jane , and must , at the same time , so highly gratify whatever of her own vanity she had not yet been able to reason away , was such a temptation to openness as nothing could have conquered , but the state of indecision in which she remained as to the extent of what she should communicate , and her fear , if she once entered on the subject , of being hurried into repeating something of Bingley , which might only grieve her sister further . ","To know that she had the power of revealing what would so exceedingly astonish Jane , and must , at the same time , so highly gratify whatever of her own vanity she had not yet been able to reason away , was such a temptation to openness as nothing could have conquered , but the state of indecision in which she remained as to the extent of what she should communicate , and her fear , if she once entered on the subject , of being hurried into repeating something of Bingley , which might only grieve her sister further . "
pride_19,2,1," XXXIX . It was the second week in May , in which the three young ladies set out together from Gracechurch Street for the town of ---- , in Hertfordshire ; and , as they drew near the appointed inn where Mr. Bennet ’s carriage was to meet them , they quickly perceived , in token of the coachman ’s punctuality , both Kitty and Lydia looking out of a dining - room upstairs . "," XXXIX . It was the second week in May , in which the three young ladies set out together from Gracechurch Street for the town of ---- , in Hertfordshire ; and , as they drew near the appointed inn where Mr. Bennet ’s carriage was to meet them , they quickly perceived , in token of the coachman ’s punctuality , both Kitty and Lydia looking out of a dining - room upstairs . "
pride_19,2,2,"These two girls had been above an hour in the place , happily employed in visiting an opposite milliner , watching the sentinel on guard , and dressing a salad and cucumber . ","These two girls had been above an hour in the place , happily employed in visiting an opposite milliner , watching the sentinel on guard , and dressing a salad and cucumber . "
pride_19,2,3,"After welcoming their sisters , they triumphantly displayed a table set out with such cold meat as an inn larder usually affords , exclaiming , “ Is not this nice ? ","After welcoming their sisters , they triumphantly displayed a table set out with such cold meat as an inn larder usually affords , exclaiming , “ Is not this nice ? "
pride_19,2,4,is not this an agreeable surprise ? ,is not this an agreeable surprise ? 
pride_19,2,5,” ,” 
pride_19,2,6,"“ And we mean to treat you all , ” added Lydia ; “ but you must lend us the money , for we have just spent ours at the shop out there . ” ","“ And we mean to treat you all , ” added Lydia ; “ but you must lend us the money , for we have just spent ours at the shop out there . ” "
pride_19,2,7,"Then showing her purchases,--“Look here , I have bought this bonnet . ","Then showing her purchases,--“Look here , I have bought this bonnet . "
pride_19,2,8,I do not think it is very pretty ; but I thought I might as well buy it as not . ,I do not think it is very pretty ; but I thought I might as well buy it as not . 
pride_19,2,9,"I shall pull it to pieces as soon as I get home , and see if I can make it up any better . ” ","I shall pull it to pieces as soon as I get home , and see if I can make it up any better . ” "
pride_19,2,10,"And when her sisters abused it as ugly , she added , with perfect unconcern , “ Oh , but there were two or three much uglier in the shop ; and when I have bought some prettier - coloured satin to trim it with fresh , I think it will be very tolerable . ","And when her sisters abused it as ugly , she added , with perfect unconcern , “ Oh , but there were two or three much uglier in the shop ; and when I have bought some prettier - coloured satin to trim it with fresh , I think it will be very tolerable . "
