fic_id,chapter_id,para_id,text,text_tokenized
pride_13,1,1, XXVI . , XXVI . 
pride_13,1,2,"Mrs. Gardiner ’s caution to Elizabeth was punctually and kindly given on the first favourable opportunity of speaking to her alone : after honestly telling her what she thought , she thus went on:-- “ You are too sensible a girl , Lizzy , to fall in love merely because you are warned against it ; and , therefore , I am not afraid of speaking openly . ","Mrs. Gardiner ’s caution to Elizabeth was punctually and kindly given on the first favourable opportunity of speaking to her alone : after honestly telling her what she thought , she thus went on:-- “ You are too sensible a girl , Lizzy , to fall in love merely because you are warned against it ; and , therefore , I am not afraid of speaking openly . "
pride_13,1,3,"Seriously , I would have you be on your guard . ","Seriously , I would have you be on your guard . "
pride_13,1,4,"Do not involve yourself , or endeavour to involve him , in an affection which the want of fortune would make so very imprudent . ","Do not involve yourself , or endeavour to involve him , in an affection which the want of fortune would make so very imprudent . "
pride_13,1,5,"I have nothing to say against _ him _ : he is a most interesting young man ; and if he had the fortune he ought to have , I should think you could not do better . ","I have nothing to say against _ him _ : he is a most interesting young man ; and if he had the fortune he ought to have , I should think you could not do better . "
pride_13,1,6,But as it is -- you must not let your fancy run away with you . ,But as it is -- you must not let your fancy run away with you . 
pride_13,1,7,"You have sense , and we all expect you to use it . ","You have sense , and we all expect you to use it . "
pride_13,1,8,"Your father would depend on _ your _ resolution and good conduct , I am sure . ","Your father would depend on _ your _ resolution and good conduct , I am sure . "
pride_13,1,9,You must not disappoint your father . ” ,You must not disappoint your father . ” 
pride_13,1,10,"“ My dear aunt , this is being serious indeed . ” “ Yes , and I hope to engage you to be serious likewise . ","“ My dear aunt , this is being serious indeed . ” “ Yes , and I hope to engage you to be serious likewise . "
pride_13,1,11,” ,” 
pride_13,1,12,"“ Well , then , you need not be under any alarm . ","“ Well , then , you need not be under any alarm . "
pride_13,1,13,"I will take care of myself , and of Mr. Wickham too . He shall not be in love with me , if I can prevent it . ” ","I will take care of myself , and of Mr. Wickham too . He shall not be in love with me , if I can prevent it . ” "
pride_13,1,14,"“ Elizabeth , you are not serious now . ” “ I beg your pardon . ","“ Elizabeth , you are not serious now . ” “ I beg your pardon . "
pride_13,1,15,I will try again . ,I will try again . 
pride_13,1,16,At present I am not in love with Mr. Wickham ,At present I am not in love with Mr. Wickham 
pride_13,1,17,"; no , I certainly am not . ","; no , I certainly am not . "
pride_13,1,18,"But he is , beyond all comparison , the most agreeable man I ever saw -- and if he becomes really attached to me -- I believe it will be better that he should not . ","But he is , beyond all comparison , the most agreeable man I ever saw -- and if he becomes really attached to me -- I believe it will be better that he should not . "
pride_13,1,19,I see the imprudence of it . ,I see the imprudence of it . 
pride_13,1,20,"Oh , _ that _ abominable Mr. Darcy ! ","Oh , _ that _ abominable Mr. Darcy ! "
pride_13,1,21,My father ’s opinion of me does me the greatest honour ; and I should be miserable to forfeit it . ,My father ’s opinion of me does me the greatest honour ; and I should be miserable to forfeit it . 
pride_13,1,22,"My father , however , is partial to Mr. Wickham . ","My father , however , is partial to Mr. Wickham . "
pride_13,1,23,"In short , my dear aunt , I should be very sorry to be the means of making any of you unhappy ; but since we see , every day , that where there is affection young people are seldom withheld , by immediate want of fortune , from entering into engagements with each other , how can I promise to be wiser than so many of my fellow - creatures , if I am tempted , or how am I even to know that it would be wiser to resist ? ","In short , my dear aunt , I should be very sorry to be the means of making any of you unhappy ; but since we see , every day , that where there is affection young people are seldom withheld , by immediate want of fortune , from entering into engagements with each other , how can I promise to be wiser than so many of my fellow - creatures , if I am tempted , or how am I even to know that it would be wiser to resist ? "
pride_13,1,24,"All that I can promise you , therefore , is not to be in a hurry . ","All that I can promise you , therefore , is not to be in a hurry . "
pride_13,1,25,I will not be in a hurry to believe myself his first object . ,I will not be in a hurry to believe myself his first object . 
pride_13,1,26,"When I am in company with him , I will not be wishing . ","When I am in company with him , I will not be wishing . "
pride_13,1,27,"In short , I will do my best . ” ","In short , I will do my best . ” "
pride_13,1,28,“ Perhaps it will be as well if you discourage his coming here so very often . ,“ Perhaps it will be as well if you discourage his coming here so very often . 
pride_13,1,29,At least you should not _ remind _ your mother of inviting him . ” ,At least you should not _ remind _ your mother of inviting him . ” 
pride_13,1,30,"“ As I did the other day , ” said Elizabeth , with a conscious smile ; “ very true , it will be wise in me to refrain from _ that _ . ","“ As I did the other day , ” said Elizabeth , with a conscious smile ; “ very true , it will be wise in me to refrain from _ that _ . "
pride_13,1,31,But do not imagine that he is always here so often . ,But do not imagine that he is always here so often . 
pride_13,1,32,It is on your account that he has been so frequently invited this week . ,It is on your account that he has been so frequently invited this week . 
pride_13,1,33,You know my mother ’s ideas as to the necessity of constant company for her friends . ,You know my mother ’s ideas as to the necessity of constant company for her friends . 
