fic_id,chapter_id,para_id,text,text_tokenized
sense_18,1,1, 36 , 36 
sense_18,1,2,"Within a few days after this meeting , the newspapers announced to the world , that the lady of Thomas Palmer , Esq . was safely delivered of a son and heir ; a very interesting and satisfactory paragraph , at least to all those intimate connections who knew it before . ","Within a few days after this meeting , the newspapers announced to the world , that the lady of Thomas Palmer , Esq . was safely delivered of a son and heir ; a very interesting and satisfactory paragraph , at least to all those intimate connections who knew it before . "
sense_18,1,3,"This event , highly important to Mrs. Jennings 's happiness , produced a temporary alteration in the disposal of her time , and influenced , in a like degree , the engagements of her young friends ; for as she wished to be as much as possible with Charlotte , she went thither every morning as soon as she was dressed , and did not return till late in the evening ; and the Miss Dashwoods , at the particular request of the Middletons , spent the whole of every day , in every day in Conduit Street . ","This event , highly important to Mrs. Jennings 's happiness , produced a temporary alteration in the disposal of her time , and influenced , in a like degree , the engagements of her young friends ; for as she wished to be as much as possible with Charlotte , she went thither every morning as soon as she was dressed , and did not return till late in the evening ; and the Miss Dashwoods , at the particular request of the Middletons , spent the whole of every day , in every day in Conduit Street . "
sense_18,1,4,"For their own comfort they would much rather have remained , at least all the morning , in Mrs. Jennings 's house ; but it was not a thing to be urged against the wishes of everybody . ","For their own comfort they would much rather have remained , at least all the morning , in Mrs. Jennings 's house ; but it was not a thing to be urged against the wishes of everybody . "
sense_18,1,5,"Their hours were therefore made over to Lady Middleton and the two Miss Steeles , by whom their company , in fact was as little valued , as it was professedly sought . ","Their hours were therefore made over to Lady Middleton and the two Miss Steeles , by whom their company , in fact was as little valued , as it was professedly sought . "
sense_18,1,6,"They had too much sense to be desirable companions to the former ; and by the latter they were considered with a jealous eye , as intruding on THEIR ground , and sharing the kindness which they wanted to monopolize . ","They had too much sense to be desirable companions to the former ; and by the latter they were considered with a jealous eye , as intruding on THEIR ground , and sharing the kindness which they wanted to monopolize . "
sense_18,1,7,"Though nothing could be more polite than Lady Middleton 's behaviour to Elinor and Marianne , she did not really like them at all . Because they neither flattered herself nor her children , she could not believe them good - natured ; and because they were fond of reading , she fancied them satirical : perhaps without exactly knowing what it was to be satirical ; but THAT did not signify . ","Though nothing could be more polite than Lady Middleton 's behaviour to Elinor and Marianne , she did not really like them at all . Because they neither flattered herself nor her children , she could not believe them good - natured ; and because they were fond of reading , she fancied them satirical : perhaps without exactly knowing what it was to be satirical ; but THAT did not signify . "
sense_18,1,8,"It was censure in common use , and easily given . ","It was censure in common use , and easily given . "
sense_18,1,9,Their presence was a restraint both on her and on Lucy . ,Their presence was a restraint both on her and on Lucy . 
sense_18,1,10,"It checked the idleness of one , and the business of the other . Lady Middleton was ashamed of doing nothing before them , and the flattery which Lucy was proud to think of and administer at other times , she feared they would despise her for offering . ","It checked the idleness of one , and the business of the other . Lady Middleton was ashamed of doing nothing before them , and the flattery which Lucy was proud to think of and administer at other times , she feared they would despise her for offering . "
