fic_id,chapter_id,para_id,text,text_tokenized
persuasion_14,1,1," 14 Though Charles and Mary had remained at Lyme much longer after Mr and Mrs Musgrove 's going than Anne conceived they could have been at all wanted , they were yet the first of the family to be at home again ; and as soon as possible after their return to Uppercross they drove over to the Lodge . They had left Louisa beginning to sit up ; but her head , though clear , was exceedingly weak , and her nerves susceptible to the highest extreme of tenderness ; and though she might be pronounced to be altogether doing very well , it was still impossible to say when she might be able to bear the removal home ; and her father and mother , who must return in time to receive their younger children for the Christmas holidays , had hardly a hope of being allowed to bring her with them . They had been all in lodgings together . "," 14 Though Charles and Mary had remained at Lyme much longer after Mr and Mrs Musgrove 's going than Anne conceived they could have been at all wanted , they were yet the first of the family to be at home again ; and as soon as possible after their return to Uppercross they drove over to the Lodge . They had left Louisa beginning to sit up ; but her head , though clear , was exceedingly weak , and her nerves susceptible to the highest extreme of tenderness ; and though she might be pronounced to be altogether doing very well , it was still impossible to say when she might be able to bear the removal home ; and her father and mother , who must return in time to receive their younger children for the Christmas holidays , had hardly a hope of being allowed to bring her with them . They had been all in lodgings together . "
persuasion_14,1,2,"Mrs Musgrove had got Mrs Harville 's children away as much as she could , every possible supply from Uppercross had been furnished , to lighten the inconvenience to the Harvilles , while the Harvilles had been wanting them to come to dinner every day ; and in short , it seemed to have been only a struggle on each side as to which should be most disinterested and hospitable . ","Mrs Musgrove had got Mrs Harville 's children away as much as she could , every possible supply from Uppercross had been furnished , to lighten the inconvenience to the Harvilles , while the Harvilles had been wanting them to come to dinner every day ; and in short , it seemed to have been only a struggle on each side as to which should be most disinterested and hospitable . "
persuasion_14,1,3,"Mary had had her evils ; but upon the whole , as was evident by her staying so long , she had found more to enjoy than to suffer . ","Mary had had her evils ; but upon the whole , as was evident by her staying so long , she had found more to enjoy than to suffer . "
persuasion_14,1,4,"Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . ","Charles Hayter had been at Lyme oftener than suited her ; and when they dined with the Harvilles there had been only a maid - servant to wait , and at first Mrs Harville had always given Mrs Musgrove precedence ; but then , she had received so very handsome an apology from her on finding out whose daughter she was , and there had been so much going on every day , there had been so many walks between their lodgings and the Harvilles , and she had got books from the library , and changed them so often , that the balance had certainly been much in favour of Lyme . She had been taken to Charmouth too , and she had bathed , and she had gone to church , and there were a great many more people to look at in the church at Lyme than at Uppercross ; and all this , joined to the sense of being so very useful , had made really an agreeable fortnight . Anne enquired after Captain Benwick , Mary 's face was clouded directly . Charles laughed . "
persuasion_14,1,5,""" Oh ! ",""" Oh ! "
persuasion_14,1,6,"Captain Benwick is very well , I believe , but he is a very odd young man . ","Captain Benwick is very well , I believe , but he is a very odd young man . "
persuasion_14,1,7,I do not know what he would be at . ,I do not know what he would be at . 
persuasion_14,1,8,We asked him to come home with us for a day or two ,We asked him to come home with us for a day or two 
persuasion_14,1,9,": Charles undertook to give him some shooting , and he seemed quite delighted , and , for my part , I thought it was all settled ; when behold ! on Tuesday night , he made a very awkward sort of excuse ; ` he never shot ' and he had ` been quite misunderstood , ' and he had promised this and he had promised that , and the end of it was , I found , that he did not mean to come . ",": Charles undertook to give him some shooting , and he seemed quite delighted , and , for my part , I thought it was all settled ; when behold ! on Tuesday night , he made a very awkward sort of excuse ; ` he never shot ' and he had ` been quite misunderstood , ' and he had promised this and he had promised that , and the end of it was , I found , that he did not mean to come . "
persuasion_14,1,10,I suppose he was afraid of finding it dull ; but upon my word I should have thought we were lively enough at the Cottage for such a heart - broken man as Captain Benwick . ,I suppose he was afraid of finding it dull ; but upon my word I should have thought we were lively enough at the Cottage for such a heart - broken man as Captain Benwick . 
persuasion_14,1,11,""" ",""" "
persuasion_14,1,12,"Charles laughed again and said , "" Now Mary , you know very well how it really was . ","Charles laughed again and said , "" Now Mary , you know very well how it really was . "
persuasion_14,1,13,"It was all your doing , "" ( turning to Anne . ) ","It was all your doing , "" ( turning to Anne . ) "
persuasion_14,1,14,""" He fancied that if he went with us , he should find you close by : he fancied everybody to be living in Uppercross ; and when he discovered that Lady Russell lived three miles off , his heart failed him , ",""" He fancied that if he went with us , he should find you close by : he fancied everybody to be living in Uppercross ; and when he discovered that Lady Russell lived three miles off , his heart failed him , "
persuasion_14,1,15,"and he had not courage to come . That is the fact , upon my honour , Mary knows it is . "" But Mary did not give into it very graciously , whether from not considering Captain Benwick entitled by birth and situation to be in love with an Elliot , or from not wanting to believe Anne a greater attraction to Uppercross than herself , must be left to be guessed . Anne 's good - will , however , was not to be lessened by what she heard . She boldly acknowledged herself flattered , and continued her enquiries . "" Oh ! ","and he had not courage to come . That is the fact , upon my honour , Mary knows it is . "" But Mary did not give into it very graciously , whether from not considering Captain Benwick entitled by birth and situation to be in love with an Elliot , or from not wanting to believe Anne a greater attraction to Uppercross than herself , must be left to be guessed . Anne 's good - will , however , was not to be lessened by what she heard . She boldly acknowledged herself flattered , and continued her enquiries . "" Oh ! "
persuasion_14,1,16,"he talks of you , "" cried Charles , "" in such terms-- "" Mary interrupted him . ","he talks of you , "" cried Charles , "" in such terms-- "" Mary interrupted him . "
persuasion_14,1,17,""" I declare , Charles , I never heard him mention Anne twice all the time I was there . ",""" I declare , Charles , I never heard him mention Anne twice all the time I was there . "
persuasion_14,1,18,"I declare , Anne , he never talks of you at all . "" "" No , "" admitted Charles , "" I do not know that he ever does , in a general way ; but however , it is a very clear thing that he admires you exceedingly . ","I declare , Anne , he never talks of you at all . "" "" No , "" admitted Charles , "" I do not know that he ever does , in a general way ; but however , it is a very clear thing that he admires you exceedingly . "
persuasion_14,1,19,"His head is full of some books that he is reading upon your recommendation , and he wants to talk to you about them ; he has found out something or other in one of them which he thinks -- oh ! ","His head is full of some books that he is reading upon your recommendation , and he wants to talk to you about them ; he has found out something or other in one of them which he thinks -- oh ! "
persuasion_14,1,20,"I can not pretend to remember it , but it was something very fine -- I overheard him telling Henrietta all about it ; and then ` Miss Elliot ' was spoken of in the highest terms ! ","I can not pretend to remember it , but it was something very fine -- I overheard him telling Henrietta all about it ; and then ` Miss Elliot ' was spoken of in the highest terms ! "
persuasion_14,1,21,"Now Mary , I declare it was so , I heard it myself , and you were in the other room . ","Now Mary , I declare it was so , I heard it myself , and you were in the other room . "
persuasion_14,1,22,"` Elegance , sweetness , beauty . ' ","` Elegance , sweetness , beauty . ' "
persuasion_14,1,23,Oh ! ,Oh ! 
persuasion_14,1,24,there was no end of Miss Elliot 's charms . ,there was no end of Miss Elliot 's charms . 
persuasion_14,1,25,""" "" And I am sure , "" cried Mary , warmly , "" it was a very little to his credit , if he did . ",""" "" And I am sure , "" cried Mary , warmly , "" it was a very little to his credit , if he did . "
persuasion_14,1,26,"Miss Harville only died last June . Such a heart is very little worth having ; is it , Lady Russell ? ","Miss Harville only died last June . Such a heart is very little worth having ; is it , Lady Russell ? "
persuasion_14,1,27,I am sure you will agree with me . ,I am sure you will agree with me . 
persuasion_14,1,28,""" ",""" "
persuasion_14,1,29,""" I must see Captain Benwick before I decide , "" said Lady Russell , smiling . "" And that you are very likely to do very soon , I can tell you , ma'am , "" ",""" I must see Captain Benwick before I decide , "" said Lady Russell , smiling . "" And that you are very likely to do very soon , I can tell you , ma'am , "" "
persuasion_14,1,30,said Charles . ,said Charles . 
persuasion_14,1,31,""" Though he had not nerves for coming away with us , and setting off again afterwards to pay a formal visit here , he will make his way over to Kellynch one day by himself , you may depend on it . ",""" Though he had not nerves for coming away with us , and setting off again afterwards to pay a formal visit here , he will make his way over to Kellynch one day by himself , you may depend on it . "
